"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Blue1","Blue2","Blue3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_01254",-22.6470323496765,40.4775546619113,0.238631378536808,0.0770170571820319,0.428883468374519,1.83676570662571,1.62185256860562,1.62750313955121,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00508",2,9100,"Metabolism",9103,"Lipid metabolism",591,"Linoleic acid metabolism","K00508","E1.14.19.3","linoleoyl-CoA desaturase","[EC:1.14.19.3]"
"g_01355",14.9576014632883,20.7113792327517,0.0365219052349407,0.0330399591595905,0.114536260473919,1.21819970307744,1.49359475904242,1.53537152645204,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01092",3,9130,"Environmental Information Processing",9132,"Signal transduction",4070,"Phosphatidylinositol signaling system","K01092","E3.1.3.25, IMPA, suhB","myo-inositol-1(or 4)-monophosphatase","[EC:3.1.3.25]"
"g_01355",14.9576014632883,20.7113792327517,0.0365219052349407,0.0330399591595905,0.114536260473919,1.21819970307744,1.49359475904242,1.53537152645204,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01092",3,9100,"Metabolism",9110,"Biosynthesis of other secondary metabolites",521,"Streptomycin biosynthesis","K01092","E3.1.3.25, IMPA, suhB","myo-inositol-1(or 4)-monophosphatase","[EC:3.1.3.25]"
"g_01355",14.9576014632883,20.7113792327517,0.0365219052349407,0.0330399591595905,0.114536260473919,1.21819970307744,1.49359475904242,1.53537152645204,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01092",3,9100,"Metabolism",9101,"Carbohydrate metabolism",562,"Inositol phosphate metabolism","K01092","E3.1.3.25, IMPA, suhB","myo-inositol-1(or 4)-monophosphatase","[EC:3.1.3.25]"
"g_01392",-30.5561549689283,26.8342286216698,0.238545380200175,0.204600155379934,0.49349959628105,1.72661902933952,1.77841166212421,1.89128280506643,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01589",1,9100,"Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism","K01589","purK","5-(carboxyamino)imidazole ribonucleotide synthase","[EC:6.3.4.18]"
"g_01426",-25.7073808652493,37.3637109946949,0.318072730655205,0.484116257735685,0.583869880821166,2.18136778351289,1.54412232776787,1.46689985774115,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00384",1,9100,"Metabolism",9106,"Metabolism of other amino acids",450,"Selenocompound metabolism","K00384","trxB, TRR","thioredoxin reductase (NADPH)","[EC:1.8.1.9]"
"g_01445",-33.892062477997,41.2554465134015,0.614091020606244,0.497450489009401,0.742301782415784,2.417143202516,2.0772201946039,2.21900396492022,"Blue_vs_Dark","N","Topology=o26-46i124-146o",0,1,"Cluster 2","K04713",1,9100,"Metabolism",9103,"Lipid metabolism",600,"Sphingolipid metabolism","K04713","SUR 2.00","sphinganine C4-monooxygenase","[EC:1.14.18.5]"
"g_01698",23.1565385814698,37.4061229048582,0.0331759761127307,0.119419873783955,0.133099921419499,1.88006946012664,1.49338883720381,1.44542009499885,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02936",4,9120,"Genetic Information Processing",9122,"Translation",3010,"Ribosome","K02936","RP-L7Ae, RPL7A","large subunit ribosomal protein L7Ae","-"
"g_01698",23.1565385814698,37.4061229048582,0.0331759761127307,0.119419873783955,0.133099921419499,1.88006946012664,1.49338883720381,1.44542009499885,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02936",4,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3011,"Ribosome","K02936","RP-L7Ae, RPL7A","large subunit ribosomal protein L7Ae","-"
"g_01698",23.1565385814698,37.4061229048582,0.0331759761127307,0.119419873783955,0.133099921419499,1.88006946012664,1.49338883720381,1.44542009499885,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02936",4,9160,"Human Diseases",9172,"Infectious disease: viral",5171,"Coronavirus disease - COVID-19","K02936","RP-L7Ae, RPL7A","large subunit ribosomal protein L7Ae","-"
"g_01698",23.1565385814698,37.4061229048582,0.0331759761127307,0.119419873783955,0.133099921419499,1.88006946012664,1.49338883720381,1.44542009499885,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02936",4,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis","K02936","RP-L7Ae, RPL7A","large subunit ribosomal protein L7Ae","-"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9140,"Cellular Processes",9141,"Transport and catabolism",4142,"Lysosome","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9150,"Organismal Systems",9151,"Immune system",4612,"Antigen processing and presentation","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9150,"Organismal Systems",9152,"Endocrine system",4924,"Renin secretion","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",536,"Glycosaminoglycan binding proteins","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9140,"Cellular Processes",9141,"Transport and catabolism",4140,"Autophagy - animal","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9150,"Organismal Systems",9151,"Immune system",4621,"NOD-like receptor signaling pathway","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9140,"Cellular Processes",9143,"Cell growth and death",4210,"Apoptosis","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01773",-23.2871257150282,42.8012337943265,0.23154833739598,0.145981902022965,0.283817325211208,1.87057974723492,1.71307854920476,1.7320277607985,"Blue_vs_Dark","N","Topology=i46-68o",0,1,"Cluster 2","K01363",10,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01363","CTSB","cathepsin B","[EC:3.4.22.1]"
"g_01812",14.555158321794,24.8027002950011,0.10116808698207,0.0548236401465612,0.246615263296882,1.39880542436217,1.45019883813385,1.55661121058893,"Blue_vs_Dark","N","Topology=i84-106o116-138i199-221o241-263i310-332o342-364i376-395o405-427i",0,1,"Cluster 2","K14339",2,9100,"Metabolism",9107,"Glycan biosynthesis and metabolism",571,"Lipoarabinomannan (LAM) biosynthesis","K14339","mptB","alpha-1,6-mannosyltransferase","[EC:2.4.1.-]"
"g_01812",14.555158321794,24.8027002950011,0.10116808698207,0.0548236401465612,0.246615263296882,1.39880542436217,1.45019883813385,1.55661121058893,"Blue_vs_Dark","N","Topology=i84-106o116-138i199-221o241-263i310-332o342-364i376-395o405-427i",0,1,"Cluster 2","K14339",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1003,"Glycosyltransferases","K14339","mptB","alpha-1,6-mannosyltransferase","[EC:2.4.1.-]"
"g_01850",-35.069651964564,25.9318660434767,0.240200674470068,0.182329040616705,0.578854470419526,1.89950900597608,1.91980560616127,1.98526215663002,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01874",4,9120,"Genetic Information Processing",9122,"Translation",970,"Aminoacyl-tRNA biosynthesis","K01874","MARS, metG","methionyl-tRNA synthetase","[EC:6.1.1.10]"
"g_01850",-35.069651964564,25.9318660434767,0.240200674470068,0.182329040616705,0.578854470419526,1.89950900597608,1.91980560616127,1.98526215663002,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01874",4,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis","K01874","MARS, metG","methionyl-tRNA synthetase","[EC:6.1.1.10]"
"g_01850",-35.069651964564,25.9318660434767,0.240200674470068,0.182329040616705,0.578854470419526,1.89950900597608,1.91980560616127,1.98526215663002,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01874",4,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1007,"Amino acid related enzymes","K01874","MARS, metG","methionyl-tRNA synthetase","[EC:6.1.1.10]"
"g_01850",-35.069651964564,25.9318660434767,0.240200674470068,0.182329040616705,0.578854470419526,1.89950900597608,1.91980560616127,1.98526215663002,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01874",4,9100,"Metabolism",9106,"Metabolism of other amino acids",450,"Selenocompound metabolism","K01874","MARS, metG","methionyl-tRNA synthetase","[EC:6.1.1.10]"
"g_01998",25.033458860077,39.302467575043,0.018431685379885,0.0917204059351654,0.0503043379377975,2.11643502446614,1.46071607727934,1.3156923919824,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00026",5,9100,"Metabolism",9101,"Carbohydrate metabolism",20,"Citrate cycle (TCA cycle)","K00026","MDH2","malate dehydrogenase","[EC:1.1.1.37]"
"g_01998",25.033458860077,39.302467575043,0.018431685379885,0.0917204059351654,0.0503043379377975,2.11643502446614,1.46071607727934,1.3156923919824,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00026",5,9100,"Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism","K00026","MDH2","malate dehydrogenase","[EC:1.1.1.37]"
"g_01998",25.033458860077,39.302467575043,0.018431685379885,0.0917204059351654,0.0503043379377975,2.11643502446614,1.46071607727934,1.3156923919824,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00026",5,9100,"Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism","K00026","MDH2","malate dehydrogenase","[EC:1.1.1.37]"
"g_01998",25.033458860077,39.302467575043,0.018431685379885,0.0917204059351654,0.0503043379377975,2.11643502446614,1.46071607727934,1.3156923919824,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00026",5,9100,"Metabolism",9105,"Amino acid metabolism",270,"Cysteine and methionine metabolism","K00026","MDH2","malate dehydrogenase","[EC:1.1.1.37]"
"g_01998",25.033458860077,39.302467575043,0.018431685379885,0.0917204059351654,0.0503043379377975,2.11643502446614,1.46071607727934,1.3156923919824,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K00026",5,9100,"Metabolism",9102,"Energy metabolism",710,"Carbon fixation in photosynthetic organisms","K00026","MDH2","malate dehydrogenase","[EC:1.1.1.37]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9140,"Cellular Processes",9143,"Cell growth and death",4217,"Necroptosis","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9150,"Organismal Systems",9156,"Nervous system",4727,"GABAergic synapse","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9150,"Organismal Systems",9156,"Nervous system",4724,"Glutamatergic synapse","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9100,"Metabolism",9105,"Amino acid metabolism",220,"Arginine biosynthesis","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9100,"Metabolism",9105,"Amino acid metabolism",250,"Alanine, aspartate and glutamate metabolism","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02041",-31.0313185283157,45.2739840133652,0.283556301791283,0.259929861285781,0.68782207793472,2.3852687993592,2.13828539552945,2.04912759857482,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K01915",9,9100,"Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism","K01915","glnA, GLUL","glutamine synthetase","[EC:6.3.1.2]"
"g_02074",-29.9303043722053,27.0956366992922,0.200853779900959,0.151725231691272,0.483646054677508,1.68383513487354,1.76917528783845,1.85371266368822,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02337",5,9120,"Genetic Information Processing",9124,"Replication and repair",3030,"DNA replication","K02337","dnaE","DNA polymerase III subunit alpha","[EC:2.7.7.7]"
"g_02074",-29.9303043722053,27.0956366992922,0.200853779900959,0.151725231691272,0.483646054677508,1.68383513487354,1.76917528783845,1.85371266368822,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02337",5,9120,"Genetic Information Processing",9124,"Replication and repair",3430,"Mismatch repair","K02337","dnaE","DNA polymerase III subunit alpha","[EC:2.7.7.7]"
"g_02074",-29.9303043722053,27.0956366992922,0.200853779900959,0.151725231691272,0.483646054677508,1.68383513487354,1.76917528783845,1.85371266368822,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02337",5,9120,"Genetic Information Processing",9124,"Replication and repair",3440,"Homologous recombination","K02337","dnaE","DNA polymerase III subunit alpha","[EC:2.7.7.7]"
"g_02074",-29.9303043722053,27.0956366992922,0.200853779900959,0.151725231691272,0.483646054677508,1.68383513487354,1.76917528783845,1.85371266368822,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 2","K02337",5,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins","K02337","dnaE","DNA polymerase III subunit alpha","[EC:2.7.7.7]"
