"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_09008",6.27015417502875,11.7177086127271,1.9585284836735,2.2914400369395,1.36548532670102,1.48719382582535,1.23471140721095,1.08059369717204,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01903",4,9100,"Metabolism",9102,"Energy metabolism",720,"Carbon fixation pathways in prokaryotes","K01903","sucC","succinyl-CoA synthetase beta subunit","[EC:6.2.1.5]"
"g_09747",0.990201051746546,18.648734091288,2.12397605341228,1.78937387952489,1.92714547786065,2.31793457679523,2.3551829005508,2.54117068772897,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01338",2,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_09747",0.990201051746546,18.648734091288,2.12397605341228,1.78937387952489,1.92714547786065,2.31793457679523,2.3551829005508,2.54117068772897,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01338",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_11709",5.04585156722512,15.7533044730287,2.3240520534553,2.44480545230668,2.5563576104467,2.12541455164305,2.07973946946009,1.85585547946003,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 3","K00376",1,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K00376","nosZ","nitrous-oxide reductase","[EC:1.7.2.4]"
"g_13500",3.99763257359935,18.6950806438965,2.96637437572934,2.85745706799958,3.07380840598766,3.38797217259937,3.32840062237523,3.28192907799775,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01338",2,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_13500",3.99763257359935,18.6950806438965,2.96637437572934,2.85745706799958,3.07380840598766,3.38797217259937,3.32840062237523,3.28192907799775,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01338",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_17014",5.18228672962904,15.4195117984007,2.40723238440461,2.41066101749154,2.57956874828867,2.02120872607525,1.78350151367416,1.68559877398475,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K02051",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02051","ABC.SN.S","NitT/TauT family transport system substrate-binding protein","-"
"g_17714",1.14204757587133,18.6019019999153,1.7928860694172,1.84875356078839,2.01277738070566,2.24220293430922,2.5589124563185,2.81161076600209,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K01608",1,9100,"Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism","K01608","gcl","tartronate-semialdehyde synthase","[EC:4.1.1.47]"
"g_18026",5.00709791322415,15.8923310730795,2.47015569680117,2.59195376824845,2.42883795331831,2.00019528871491,2.10130925697961,2.11314657342554,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K03531",4,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins","K03531","ftsZ","cell division protein FtsZ","-"
"g_18026",5.00709791322415,15.8923310730795,2.47015569680117,2.59195376824845,2.42883795331831,2.00019528871491,2.10130925697961,2.11314657342554,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K03531",4,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2048,"Prokaryotic defense system","K03531","ftsZ","cell division protein FtsZ","-"
"g_18026",5.00709791322415,15.8923310730795,2.47015569680117,2.59195376824845,2.42883795331831,2.00019528871491,2.10130925697961,2.11314657342554,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K03531",4,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4812,"Cytoskeleton proteins","K03531","ftsZ","cell division protein FtsZ","-"
"g_18026",5.00709791322415,15.8923310730795,2.47015569680117,2.59195376824845,2.42883795331831,2.00019528871491,2.10130925697961,2.11314657342554,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K03531",4,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K03531","ftsZ","cell division protein FtsZ","-"
"g_19066",6.69615968410504,13.5461409227037,1.39777913357503,2.76656188568076,1.95952357322056,1.21667954436074,1.44597865581344,1.69392240778082,"Yellow_vs_Dark","N","Topology=i37-54o64-86i99-121o136-158i170-192o197-219i",0,1,"Cluster 3","K02575",2,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter","-"
"g_19066",6.69615968410504,13.5461409227037,1.39777913357503,2.76656188568076,1.95952357322056,1.21667954436074,1.44597865581344,1.69392240778082,"Yellow_vs_Dark","N","Topology=i37-54o64-86i99-121o136-158i170-192o197-219i",0,1,"Cluster 3","K02575",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter","-"
"g_20098",1.6865925633891,18.5233060197145,1.76154209932183,1.99181058378123,2.10247537674184,2.42124663359353,2.7186206020125,3.12119403161039,"Yellow_vs_Dark","N","Topology=o32-54i",0,1,"Cluster 3","K02650",3,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_20098",1.6865925633891,18.5233060197145,1.76154209932183,1.99181058378123,2.10247537674184,2.42124663359353,2.7186206020125,3.12119403161039,"Yellow_vs_Dark","N","Topology=o32-54i",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_20098",1.6865925633891,18.5233060197145,1.76154209932183,1.99181058378123,2.10247537674184,2.42124663359353,2.7186206020125,3.12119403161039,"Yellow_vs_Dark","N","Topology=o32-54i",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9161,"Cancer: overview",5200,"Pathways in cancer","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9166,"Cardiovascular disease",5417,"Lipid and atherosclerosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9171,"Infectious disease: bacterial",5132,"Salmonella infection","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9140,"Cellular Processes",9143,"Cell growth and death",4217,"Necroptosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9166,"Cardiovascular disease",5418,"Fluid shear stress and atherosclerosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9161,"Cancer: overview",5207,"Chemical carcinogenesis - receptor activation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",4131,"Membrane trafficking","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1009,"Protein phosphatases and associated proteins","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9151,"Immune system",4621,"NOD-like receptor signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9159,"Environmental adaptation",4626,"Plant-pathogen interaction","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9151,"Immune system",4659,"Th17 cell differentiation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9130,"Environmental Information Processing",9132,"Signal transduction",4151,"PI3K-Akt signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9151,"Immune system",4612,"Antigen processing and presentation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9152,"Endocrine system",4915,"Estrogen signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3051,"Proteasome","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",4141,"Protein processing in endoplasmic reticulum","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9152,"Endocrine system",4914,"Progesterone-mediated oocyte maturation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9150,"Organismal Systems",9151,"Immune system",4657,"IL-17 signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22023",2.77259772249038,18.8762142026932,2.46317859771759,1.89778814069937,2.59638478368516,3.00507780473498,2.98801434646627,2.75991991685575,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04079",22,9160,"Human Diseases",9162,"Cancer: specific types",5215,"Prostate cancer","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_22211",0.00830788968740755,18.6837552033663,1.66354064963333,2.05063601107129,1.57267588173307,2.01284901795928,2.26504047166568,2.49874520148536,"Yellow_vs_Dark","N","Topology=o15-37i",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_22211",0.00830788968740755,18.6837552033663,1.66354064963333,2.05063601107129,1.57267588173307,2.01284901795928,2.26504047166568,2.49874520148536,"Yellow_vs_Dark","N","Topology=o15-37i",0,1,"Cluster 3","K02650",3,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_22211",0.00830788968740755,18.6837552033663,1.66354064963333,2.05063601107129,1.57267588173307,2.01284901795928,2.26504047166568,2.49874520148536,"Yellow_vs_Dark","N","Topology=o15-37i",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_26479",2.68165572317727,18.5779307994381,2.40839870994768,2.42068369431294,2.1770230220205,2.72248268358329,3.05592902608288,2.82349538714297,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K11711",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system","K11711","dctS","two-component system, LuxR family, sensor histidine kinase DctS","[EC:2.7.13.3]"
"g_26479",2.68165572317727,18.5779307994381,2.40839870994768,2.42068369431294,2.1770230220205,2.72248268358329,3.05592902608288,2.82349538714297,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K11711",3,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases","K11711","dctS","two-component system, LuxR family, sensor histidine kinase DctS","[EC:2.7.13.3]"
"g_26479",2.68165572317727,18.5779307994381,2.40839870994768,2.42068369431294,2.1770230220205,2.72248268358329,3.05592902608288,2.82349538714297,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K11711",3,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K11711","dctS","two-component system, LuxR family, sensor histidine kinase DctS","[EC:2.7.13.3]"
"g_30450",5.64939998207444,12.17930528005,1.60546223660364,2.21308014494052,1.67845876643803,1.32091837343945,1.24064865040729,1.52330926074935,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 3","K02051",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02051","ABC.SN.S","NitT/TauT family transport system substrate-binding protein","-"
"g_31469",-3.62729658143692,19.2208787343777,1.34588382003487,1.22165581052819,1.4757058143034,1.58720238569699,1.8211222251223,2.09472426984781,"Yellow_vs_Dark","N","Topology=i13-35o",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_31469",-3.62729658143692,19.2208787343777,1.34588382003487,1.22165581052819,1.4757058143034,1.58720238569699,1.8211222251223,2.09472426984781,"Yellow_vs_Dark","N","Topology=i13-35o",0,1,"Cluster 3","K02650",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_31469",-3.62729658143692,19.2208787343777,1.34588382003487,1.22165581052819,1.4757058143034,1.58720238569699,1.8211222251223,2.09472426984781,"Yellow_vs_Dark","N","Topology=i13-35o",0,1,"Cluster 3","K02650",3,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K02650","pilA","type IV pilus assembly protein PilA","-"
"g_37568",-0.408453764174151,18.4217051615929,1.75845035689426,1.40544335259447,1.84504517695444,2.32367965217335,2.06700067106566,2.66542346175878,"Yellow_vs_Dark","N","Topology=i13-35o",0,1,"Cluster 3","K03695",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB","-"
"g_37568",-0.408453764174151,18.4217051615929,1.75845035689426,1.40544335259447,1.84504517695444,2.32367965217335,2.06700067106566,2.66542346175878,"Yellow_vs_Dark","N","Topology=i13-35o",0,1,"Cluster 3","K03695",2,9150,"Organismal Systems",9149,"Aging",4213,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9160,"Human Diseases",9171,"Infectious disease: bacterial",5152,"Tuberculosis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3019,"Messenger RNA biogenesis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3018,"RNA degradation","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_38292",1.89539004281579,18.8225138539741,2.20487238629399,1.75950146670805,2.20456219765728,2.80695604231354,2.39463765388164,2.7891691994973,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 3","K04043",7,9150,"Organismal Systems",9149,"Aging",4212,"Longevity regulating pathway - worm","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_41543",-2.71066009132139,18.5468163243623,1.48676358884092,1.10522216055629,1.36520322275246,1.87132619320544,1.77908965098535,2.3927808853049,"Yellow_vs_Dark","N","Topology=i41-58o63-80i87-109o119-141i148-170o174-193i206-228o",0,1,"Cluster 3","K19416",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K19416","yccA","modulator of FtsH protease","-"
