"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_12904",-11.2107011075228,24.3502686713949,0.87653328252862,0.60426170266082,1.07360343951647,1.3818147692255,1.19745005155329,1.73262381865565,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03671",5,9160,"Human Diseases",9164,"Neurodegenerative disease",5012,"Parkinson disease","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,0.87653328252862,0.60426170266082,1.07360343951647,1.3818147692255,1.19745005155329,1.73262381865565,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03671",5,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,0.87653328252862,0.60426170266082,1.07360343951647,1.3818147692255,1.19745005155329,1.73262381865565,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03671",5,9160,"Human Diseases",9166,"Cardiovascular disease",5418,"Fluid shear stress and atherosclerosis","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,0.87653328252862,0.60426170266082,1.07360343951647,1.3818147692255,1.19745005155329,1.73262381865565,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03671",5,9150,"Organismal Systems",9151,"Immune system",4621,"NOD-like receptor signaling pathway","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,0.87653328252862,0.60426170266082,1.07360343951647,1.3818147692255,1.19745005155329,1.73262381865565,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03671",5,9160,"Human Diseases",9171,"Infectious disease: bacterial",5132,"Salmonella infection","K03671","trxA","thioredoxin 1","-"
"g_14008",-14.5528238959643,25.3009045368345,0.740480012118484,0.590744893178108,0.712569989491705,1.29636924278333,1.23263590299139,1.87959700246985,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00791",3,9100,"Metabolism",9109,"Metabolism of terpenoids and polyketides",908,"Zeatin biosynthesis","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_14008",-14.5528238959643,25.3009045368345,0.740480012118484,0.590744893178108,0.712569989491705,1.29636924278333,1.23263590299139,1.87959700246985,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00791",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_14008",-14.5528238959643,25.3009045368345,0.740480012118484,0.590744893178108,0.712569989491705,1.29636924278333,1.23263590299139,1.87959700246985,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00791",3,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1006,"Prenyltransferases","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_15338",5.26676152951577,7.35698581475612,1.263797520386,1.46765878264727,1.24184259137313,1.01952553959454,1.0197077332513,1.03172314302023,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K09157",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99997,"Function unknown","K09157","K09157","uncharacterized protein","-"
"g_16396",6.39992919748143,6.46984771162233,1.06550644235908,1.649290355854,1.23136860012511,0.639058558207998,0.857698416289989,0.842951735415374,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02448",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","K02448","norD","nitric oxide reductase NorD protein","-"
"g_17558",-8.59020601570893,25.2642931598591,0.96566717703378,1.06897222462573,0.835482504111854,1.3629211845718,1.33655949004021,1.62339956130894,"Yellow_vs_Dark","N","Topology=i31-49o71-93i114-136o156-178i190-212o227-249i",0,1,"Cluster 4","K10946",2,9100,"Metabolism",9102,"Energy metabolism",680,"Methane metabolism","K10946","pmoC-amoC","methane/ammonia monooxygenase subunit C","-"
"g_17558",-8.59020601570893,25.2642931598591,0.96566717703378,1.06897222462573,0.835482504111854,1.3629211845718,1.33655949004021,1.62339956130894,"Yellow_vs_Dark","N","Topology=i31-49o71-93i114-136o156-178i190-212o227-249i",0,1,"Cluster 4","K10946",2,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K10946","pmoC-amoC","methane/ammonia monooxygenase subunit C","-"
"g_18910",6.04703424663128,3.85177948664722,1.11364351882227,1.11119376733473,1.14840504905062,0.893963387627455,0.845481538796024,0.694753886436873,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K20444",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1005,"Lipopolysaccharide biosynthesis proteins","K20444","rfbC","O-antigen biosynthesis protein","[EC:2.4.1.-]"
"g_19333",5.2065367251935,7.76293833714681,1.24146327435432,1.64646647381133,1.37982657602648,0.983855144653169,0.998227201187165,0.950255585382587,"Yellow_vs_Dark","N","Topology=i19-36o",0,1,"Cluster 4","K01400",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01400","nprE","bacillolysin","[EC:3.4.24.28]"
"g_22718",-14.4624056715703,29.0071979769954,0.71081387855911,0.587122979075295,0.638223507246041,1.02308821998585,1.14746199881323,1.7181842057222,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K06891",1,9190,"Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","K06891","clpS","ATP-dependent Clp protease adaptor protein ClpS","-"
"g_26668",-9.21485521507186,23.4140695845542,1.1354757834195,0.529890457575375,0.937002049150004,1.49440047149284,1.29149059570357,1.56935529659554,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03667",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03667","hslU","ATP-dependent HslUV protease ATP-binding subunit HslU","-"
"g_31245",-9.13708868221691,22.7798931836487,1.21640241616126,0.772902553795109,0.900324844342849,1.42537056302524,1.3967788742051,1.72061011518683,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03686",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03686","dnaJ","molecular chaperone DnaJ","-"
"g_31245",-9.13708868221691,22.7798931836487,1.21640241616126,0.772902553795109,0.900324844342849,1.42537056302524,1.3967788742051,1.72061011518683,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03686",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K03686","dnaJ","molecular chaperone DnaJ","-"
"g_31453",-7.85534421180403,22.1890486394707,1.08752133096177,0.936237193840012,1.05675232623929,1.23054386820986,1.55803139526472,1.73689052003181,"Yellow_vs_Dark","N","Topology=o15-37i",0,1,"Cluster 4","K08084",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K08084","fimT","type IV fimbrial biogenesis protein FimT","-"
"g_32879",-11.1724395441078,36.0295115470068,0.701417898725494,0.382335528523763,0.647068579731862,1.18438501740569,0.956418894269783,1.21350498031627,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03667",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03667","hslU","ATP-dependent HslUV protease ATP-binding subunit HslU","-"
"g_35149",-13.7326585414935,28.4202948724593,0.795072243214267,0.670240656356924,0.86290121137644,1.08019851047961,1.26508478484214,1.57494773846226,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01046",1,9100,"Metabolism",9103,"Lipid metabolism",561,"Glycerolipid metabolism","K01046","lip, TGL2","triacylglycerol lipase","[EC:3.1.1.3]"
"g_36753",-14.0110502789389,27.6563337192236,0.816122797682502,0.645515996097889,0.841872685903017,0.985453554890428,1.15996806889075,1.75881877391587,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01414",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01414","prlC","oligopeptidase A","[EC:3.4.24.70]"
"g_36859",-4.4390363202862,20.1655572862259,1.21711123863139,1.23152201354296,1.30183881038593,1.44613847700188,1.78370667352459,1.76328021095619,"Yellow_vs_Dark","N","Topology=o82-104i172-194o",0,1,"Cluster 4","K11749",2,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K11749","rseP","regulator of sigma E protease","[EC:3.4.24.-]"
"g_36859",-4.4390363202862,20.1655572862259,1.21711123863139,1.23152201354296,1.30183881038593,1.44613847700188,1.78370667352459,1.76328021095619,"Yellow_vs_Dark","N","Topology=o82-104i172-194o",0,1,"Cluster 4","K11749",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K11749","rseP","regulator of sigma E protease","[EC:3.4.24.-]"
"g_37001",-14.8152059405582,26.7680355000336,0.715866185143966,0.607117858404871,0.763672627127272,1.01858758406321,1.29556116273151,1.87510682138852,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03517",1,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",760,"Nicotinate and nicotinamide metabolism","K03517","nadA","quinolinate synthase","[EC:2.5.1.72]"
"g_37285",-7.73152147174854,38.5938769834531,0.552625636134523,0.539958100652642,0.660375435040336,1.02256453600817,1.16262390138907,1.02010693041777,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K10441",2,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K10441","rbsA","ribose transport system ATP-binding protein","[EC:7.5.2.7]"
"g_37285",-7.73152147174854,38.5938769834531,0.552625636134523,0.539958100652642,0.660375435040336,1.02256453600817,1.16262390138907,1.02010693041777,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K10441",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K10441","rbsA","ribose transport system ATP-binding protein","[EC:7.5.2.7]"
"g_37327",7.53564696074589,8.59438621444666,1.6558803961787,2.00696801040317,1.47829892529824,0.502508235340326,0.709638022222285,0.596008695467847,"Yellow_vs_Dark","Y","Topology=i7-29o",1,1,"Cluster 4","K15864",1,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K15864","nirS","nitrite reductase (NO-forming) / hydroxylamine reductase","[EC:1.7.2.1 1.7.99.1]"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9160,"Human Diseases",9175,"Drug resistance: antimicrobial",1501,"beta-Lactam resistance","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",1504,"Antimicrobial resistance genes","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9160,"Human Diseases",9171,"Infectious disease: bacterial",5133,"Pertussis","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9150,"Organismal Systems",9159,"Environmental adaptation",4626,"Plant-pathogen interaction","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9160,"Human Diseases",9175,"Drug resistance: antimicrobial",1503,"Cationic antimicrobial peptide (CAMP) resistance","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,0.630084270172873,0.79154300589907,0.677038531013119,1.30645121311001,1.26615932393048,1.60714911857285,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K12340",9,9130,"Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37682",-13.8005480498586,30.2139047354324,0.847135862563674,0.616977996409697,0.640871629762419,0.939601860550992,1.16664732517335,1.62785379493746,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03724",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins","K03724","lhr","ATP-dependent helicase Lhr and Lhr-like helicase","[EC:3.6.4.13 5.6.2.4]"
"g_37830",-17.9266425743507,34.4424596782011,0.609101146286775,0.4451675100572,0.646197411855164,1.14459584396419,1.23626100366544,1.54019584923303,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01495",1,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis","K01495","GCH1, folE","GTP cyclohydrolase IA","[EC:3.5.4.16]"
"g_37858",6.53692657728867,12.1190292047274,2.1268886960674,2.44672178220049,1.5843715078363,1.8023823077638,1.35646075652218,0.87016977969826,"Yellow_vs_Dark","N","Topology=o15-37i56-78o98-120i127-149o186-208i221-240o389-411i423-445o468-490i",0,1,"Cluster 4","K00425",2,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K00425","cydA","cytochrome bd ubiquinol oxidase subunit I","[EC:7.1.1.7]"
"g_37858",6.53692657728867,12.1190292047274,2.1268886960674,2.44672178220049,1.5843715078363,1.8023823077638,1.35646075652218,0.87016977969826,"Yellow_vs_Dark","N","Topology=o15-37i56-78o98-120i127-149o186-208i221-240o389-411i423-445o468-490i",0,1,"Cluster 4","K00425",2,9100,"Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation","K00425","cydA","cytochrome bd ubiquinol oxidase subunit I","[EC:7.1.1.7]"
"g_37966",-13.6749066618689,30.9184463270951,0.960487901623146,0.567254046256956,0.57164921410434,1.03879328895185,1.11981058040325,1.56726624465841,"Yellow_vs_Dark","N","Topology=o34-56i141-163o183-205i",0,1,"Cluster 4","K03561",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K03561","exbB","biopolymer transport protein ExbB","-"
"g_38104",-13.8816079447463,32.7998512291959,0.773620079796209,0.57736137701828,0.6030988830353,1.14509467540676,1.22976411247173,1.46001011878383,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02422",2,9140,"Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly","K02422","fliS","flagellar secretion chaperone FliS","-"
"g_38104",-13.8816079447463,32.7998512291959,0.773620079796209,0.57736137701828,0.6030988830353,1.14509467540676,1.22976411247173,1.46001011878383,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02422",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02422","fliS","flagellar secretion chaperone FliS","-"
"g_38489",-11.528452371733,24.3921950944853,0.781208465444938,0.656959321616123,0.917216899300582,1.34192643311247,1.30747547796857,1.69267998774178,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K09014",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K09014","sufB","Fe-S cluster assembly protein SufB","-"
"g_38546",-6.0846547320294,20.171673013534,0.994742042932242,1.01452902295797,1.17307668996135,1.69332437185215,1.42227418051446,2.00407275289017,"Yellow_vs_Dark","N","Topology=i114-131o135-152i270-289o319-341i348-370o741-763i799-821o831-853i866-888o898-915i",0,1,"Cluster 4","K01531",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","K01531","mgtA, mgtB","P-type Mg2+ transporter","[EC:7.2.2.14]"
"g_38865",-11.1324912872255,21.0545078766994,0.913390897891043,0.616770964679363,1.07568171775446,1.42882653740564,1.42206968816603,1.94338615135555,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07400",1,9190,"Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","K07400","nfuA","Fe/S biogenesis protein NfuA","-"
"g_39044",-12.3855084705454,22.8339658640043,0.915939702754401,0.687400437404697,0.848342971666952,1.22451053153868,1.49279945980823,1.93663614701125,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03775",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03775","slyD","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","[EC:5.2.1.8]"
"g_39098",5.28269529228861,6.50876766895531,1.41364861895305,1.41331908053364,1.17060379295277,1.1263794072665,0.875276272787205,0.619651708071284,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02051",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02051","ABC.SN.S","NitT/TauT family transport system substrate-binding protein","-"
"g_40627",5.35450384176463,8.72038799644833,1.57664166984046,1.5862993259782,1.29670203792709,1.10200489411075,1.2829762231847,0.793650019259391,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01708",1,9100,"Metabolism",9101,"Carbohydrate metabolism",53,"Ascorbate and aldarate metabolism","K01708","garD","galactarate dehydratase","[EC:4.2.1.42]"
"g_40735",-13.2811811339784,39.1751850672073,0.719823319075926,0.483546361536831,0.63918417089054,0.844046146766829,1.08087570187899,1.61956293942025,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K06217",1,9190,"Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99995,"Signaling proteins","K06217","phoH, phoL","phosphate starvation-inducible protein PhoH and related proteins","-"
"g_40835",-11.2355388270957,24.3258038083722,0.881182985458548,0.646946500096497,0.942322219665484,1.29482673931562,1.22497976506488,1.74341936876224,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K03286",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K03286","TC.OOP","OmpA-OmpF porin, OOP family","-"
"g_40863",-14.4009728557789,27.2971405209204,0.813471233621959,0.577019448872381,0.821933209063766,1.0863367626175,1.16833879267594,1.7943565603101,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K05838",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K05838","ybbN","putative thioredoxin","-"
"g_41578",-15.2618676251688,40.061070302686,0.605065201954149,0.41059892521811,0.662309899798477,0.906349104959501,0.950184672431875,1.52601054977789,"Yellow_vs_Dark","N","Topology=i3-25o40-59i157-179o194-216i",0,1,"Cluster 4","K03799",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K03799","htpX","heat shock protein HtpX","[EC:3.4.24.-]"
"g_41689",-15.1544222091092,35.7469583425284,0.634573187258623,0.460299336410816,0.700063136411433,1.0555081415558,1.14907281393904,1.39006349025096,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03830",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","K03830","yafP","putative acetyltransferase","[EC:2.3.1.-]"
"g_41760",-12.6716434266943,36.9575350329414,0.76486835860963,0.565762249510686,0.457915488945245,1.07665562368995,0.974366642714265,1.34375061617679,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K10022",2,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K10022","aotJ","arginine/ornithine transport system substrate-binding protein","-"
"g_41760",-12.6716434266943,36.9575350329414,0.76486835860963,0.565762249510686,0.457915488945245,1.07665562368995,0.974366642714265,1.34375061617679,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K10022",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K10022","aotJ","arginine/ornithine transport system substrate-binding protein","-"
"g_41958",-19.951969680871,40.4862682379918,0.459459737878168,0.419430148914976,0.55747965160347,0.935301254576186,1.12965606230561,1.29566698720026,"Yellow_vs_Dark","Y","Topology=i13-30o",1,1,"Cluster 4","K02415",2,9140,"Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly","K02415","fliL","flagellar protein FliL","-"
