"id","umap1","umap2","W_1","W_2","W_3","B_1","B_2","B_3","degs","X.","Topology","Signalp","tmhmm","Cluster","id_raw","Gene","KO","Definition","Pathway","Enzyme","Modules","Hyperlink"
"comp130827_c0_seq1.1.300.minus.Z4_2",1.22135138675424,3.30376100895453,-0.0936689000119335,-0.707422955969905,-0.646990525877584,0.0631110271746584,0.259741919116838,0.383312709007107,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp130827_c0_seq1.1.300.minus.Z4_2_1","pkd:F8A10_16175","K03620","Ni/Fe-hydrogenase 1 B-type cytochrome subunit","map02020","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03620"
"comp133527_c0_seq1.14.577.minus.R_3",-2.50379675690083,10.4608053655423,-0.420785644914161,-0.379119362252227,-0.37999846012299,-0.613609806564893,-0.612976786535303,-0.615220181695114,"Blue_vs_White","Y","Y",1,1,"Cluster 2","comp133527_c0_seq1.14.577.minus.R_3_1","rpa:RPA1016","K00411","ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05014,map05016,map05020,map05022,map05208,map05415","7.1.1.8","M00151,M00152","http://www.genome.jp/dbget-bin/www_bget?ko:K00411"
"comp138358_c0_seq1.1.340.minus.Z1_2",0.0707383817454146,6.19290752179362,-0.600620836525012,-0.362800344916753,-0.613448104206301,-1.07522974073269,-1.07522974073269,-1.07522974073269,"Blue_vs_White","N","N",0,0,"Cluster 2","comp138358_c0_seq1.1.340.minus.Z1_2_1","thu:AC731_000680","K01652","acetolactate synthase I/II/III large subunit [EC:2.2.1.6]","map00290,map00650,map00660,map00770,map01100,map01110,map01210,map01230","2.2.1.6","M00019,M00570","http://www.genome.jp/dbget-bin/www_bget?ko:K01652"
"comp140830_c0_seq1.1.433.minus.Y_2",1.91389972641123,6.9451511370887,-0.330165065689355,-0.0173950720319433,-0.221357695569339,-1.11802872059853,-0.93085820060538,-1.11802872059853,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp140830_c0_seq1.1.433.minus.Y_2_1","pet:PEIBARAKI_5947","K09811","cell division transport system permease protein","map02010","-","M00256","http://www.genome.jp/dbget-bin/www_bget?ko:K09811"
"comp146705_c0_seq1.11.334.plus.B_2",1.22578953458537,8.66038573950679,-0.389000943763028,-0.116815724004296,0.119658238021385,-0.651231563412937,-0.180372017006783,-0.651231563412937,"Blue_vs_White","N","N",0,0,"Cluster 2","comp146705_c0_seq1.11.334.plus.B_2_1","rpd:RPD_0410","K01523","phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]","map00340,map01100,map01110,map01230","3.6.1.31","M00026","http://www.genome.jp/dbget-bin/www_bget?ko:K01523"
"comp14931_c0_seq1.262.1389.minus.Y_1",0.168364360122576,8.65614457452288,-0.423422900939087,-0.29451167253728,-0.224470911438406,-0.706001143993166,-0.706001143993166,-0.706001143993166,"Blue_vs_White","N","N",0,0,"Cluster 2","comp14931_c0_seq1.262.1389.minus.Y_1_1","ppn:Palpr_0489","K01923","phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]","map00230,map01100,map01110","6.3.2.6","M00048","http://www.genome.jp/dbget-bin/www_bget?ko:K01923"
"comp15131_c0_seq1.152.2362.plus.Y_1",-4.14022605856115,10.006266821053,-0.456585114246941,-0.424482823396863,-0.434313189972964,-0.592955850577377,-0.582767085219856,-0.590011860587139,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15131_c0_seq1.152.2362.plus.Y_1_1","rpx:Rpdx1_3924","K23269","phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]","map00230,map01100,map01110","6.3.5.3","-","http://www.genome.jp/dbget-bin/www_bget?ko:K23269"
"comp15142_c0_seq1.1385.2008.plus.Y_1",1.55405660679971,8.77193139851417,-0.341616157802,-0.114122612385058,-0.105367758742191,-0.755614615671547,-0.484280477391457,-0.755614615671547,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15142_c0_seq1.1385.2008.plus.Y_1_1","rpb:RPB_4346","K06287","nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]","map00240,map01100,map01232","3.6.1.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06287"
"comp15204_c1_seq1.1817.3439.minus.Y_1",1.6372503452714,9.11684639443208,-0.293947523729554,-0.0725601656682587,-0.315495410241755,-0.697686213561926,-0.693039364992338,-0.693139297219641,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15204_c1_seq1.1817.3439.minus.Y_1_1","rpb:RPB_1106","K00278","L-aspartate oxidase [EC:1.4.3.16]","map00250,map00760,map01100,map01240","1.4.3.16","M00115","http://www.genome.jp/dbget-bin/www_bget?ko:K00278"
"comp15212_c0_seq1.12825.14342.plus.Y_1",-4.53600759674865,9.4913811909268,-0.46238987935133,-0.427570787946581,-0.451869387009711,-0.539878378781223,-0.500840409736942,-0.566633539507878,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp15212_c0_seq1.12825.14342.plus.Y_1_1","rpd:RPD_3357","K07793","putative tricarboxylic transport membrane protein","map02020","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07793"
"comp15240_c1_seq1.1.921.minus.Y_1",-1.3011891294459,10.1673352194869,-0.368330524863238,-0.341553709018647,-0.355985625205474,-0.630379076689401,-0.630379076689401,-0.630379076689401,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15240_c1_seq1.1.921.minus.Y_1_1","rpb:RPB_4530","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","map00250,map00910,map01100,map01110,map01120,map01230","1.4.1.13","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00266"
"comp15246_c0_seq2.3253.4800.minus.Y_1",-5.11497642714885,9.2656643027516,-0.467868353246663,-0.481771775633918,-0.521061993165138,-0.573496401826971,-0.517265836881928,-0.557694901298111,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15246_c0_seq2.3253.4800.minus.Y_1_1","rpa:RPA4823","K01897","long-chain acyl-CoA synthetase [EC:6.2.1.3]","map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920","6.2.1.3","M00086","http://www.genome.jp/dbget-bin/www_bget?ko:K01897"
"comp15251_c0_seq2.934.1831.minus.Y_1",-0.154639297463623,9.14467074192507,-0.280589352882129,-0.359570440024252,-0.291789447166573,-0.673359389938382,-0.673359389938382,-0.673359389938382,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15251_c0_seq2.934.1831.minus.Y_1_1","ppn:Palpr_1718","K02358","elongation factor Tu","map04626","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02358"
"comp15351_c0_seq1.1216.2130.plus.Y_1",2.24658067377129,7.8909169491373,-0.0877822199482419,-0.112217214129025,-0.250781510398103,-0.749414318477508,-0.749414318477508,-0.749414318477508,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15351_c0_seq1.1216.2130.plus.Y_1_1","pjo:LK449_02775","K16363","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]","map00061,map00540,map01100,map01212","3.5.1.108,4.2.1.59","M00083,M00060","http://www.genome.jp/dbget-bin/www_bget?ko:K16363"
"comp15408_c0_seq1.6.1199.plus.Y_1",5.41197716988653,6.85451632849975,-0.210305797339901,0.115126581652004,-0.0404254130258531,-1.27781765003881,-1.35123894072361,-1.35123894072361,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15408_c0_seq1.6.1199.plus.Y_1_1","fbo:J9309_07035","K01903","succinyl-CoA synthetase beta subunit [EC:6.2.1.5]","map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01200","6.2.1.5","M00173,M00374,M00620,M00009,M00011","http://www.genome.jp/dbget-bin/www_bget?ko:K01903"
"comp15409_c0_seq1.1553.2248.plus.Z2_1",1.60252553022309,6.91682399822449,-0.239309664804983,-0.243864026048471,-0.237953786266845,-0.986085844271724,-0.966025795130555,-1.0668822986982,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15409_c0_seq1.1553.2248.plus.Z2_1_1","ebv:F0358_02310","K02483","two-component system, OmpR family, response regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02483"
"comp15409_c0_seq1.35.1549.plus.Z2_1",4.75108454689,6.89139435469696,-0.257788432641489,-0.129758575015844,-0.142261217959101,-1.24598615532978,-1.18032981808586,-1.21113241885667,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp15409_c0_seq1.35.1549.plus.Z2_1_1","wvi:Weevi_0677","K07636","two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]","map02020","2.7.13.3","M00434","http://www.genome.jp/dbget-bin/www_bget?ko:K07636"
"comp15423_c1_seq1.65.2061.minus.Y_1",0.738839208990715,9.54967239902147,-0.292115208855604,-0.216252290838424,-0.261204642341643,-0.681122358491615,-0.64567617116254,-0.684011486819051,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15423_c1_seq1.65.2061.minus.Y_1_1","rpt:Rpal_5204","K02335","DNA polymerase I [EC:2.7.7.7]","map03030,map03410,map03420,map03440","2.7.7.7","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02335"
"comp15546_c0_seq1.2430.2927.plus.R_2",6.17879390405477,6.54491643324628,0.0589238165035824,0.378252886587513,0.0401876720853926,-1.41729428682234,-1.41729428682234,-1.41729428682234,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15546_c0_seq1.2430.2927.plus.R_2_1","nib:GU926_13355","K07104","catechol 2,3-dioxygenase [EC:1.13.11.2]","map00361,map00362,map00622,map00643,map01100,map01120,map01220","1.13.11.2","M00569","http://www.genome.jp/dbget-bin/www_bget?ko:K07104"
"comp15723_c0_seq1.132.1936.minus.Z2_1",5.47840362008527,6.71339595644516,-0.0876299327389245,0.163340244585128,0.0378551559231016,-1.33107308402628,-1.24946390049083,-1.33107308402628,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15723_c0_seq1.132.1936.minus.Z2_1_1","wvi:Weevi_1716","K06207","GTP-binding protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06207"
"comp15846_c0_seq1.22.252.plus.Z3_3",1.87997560513451,7.44329513942147,-0.0361480377531881,-0.264333576787498,-0.327457310466073,-0.856756575574658,-0.856756575574658,-0.856756575574658,"Blue_vs_White","N","N",0,0,"Cluster 2","comp15846_c0_seq1.22.252.plus.Z3_3_1","ppn:Palpr_2156","K02078","acyl carrier protein","map00998,map01100,map01110","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02078"
"comp16130_c0_seq1.1.903.minus.Z1_2",6.73968428816394,6.09724377277773,0.441322958866607,0.395460049592473,0.167833099450508,-1.57733994176002,-1.6137721662267,-1.6137721662267,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16130_c0_seq1.1.903.minus.Z1_2_1","orh:Ornrh_1168","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]","map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01200,map01212","2.1.3.15,6.4.1.2","M00376,M00082","http://www.genome.jp/dbget-bin/www_bget?ko:K01963"
"comp16163_c1_seq1.5.826.plus.Y_1",3.09586180489516,7.28032731210925,-0.075167818278261,0.0582392676071905,-0.0764224303712276,-0.7626429697201,-0.703101170808059,-0.734936952667087,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp16163_c1_seq1.5.826.plus.Y_1_1","rbk:E0H22_04065","K07344","type IV secretion system protein TrbL","map02024","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07344"
"comp16294_c0_seq1.35.481.plus.Y_1",-4.16194914579764,9.99229014114158,-0.428879117409854,-0.488851346400403,-0.428089633665807,-0.622131421359258,-0.612629080873681,-0.622131421359258,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16294_c0_seq1.35.481.plus.Y_1_1","bacc:BRDCF_p672","K13993","HSP20 family protein","map04141","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K13993"
"comp16471_c0_seq1.4.288.plus.Y_1",5.91735313697775,6.47569048209083,-0.327335882287333,0.515383357861536,0.0965429563449235,-1.2805756785213,-1.2805756785213,-1.2805756785213,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16471_c0_seq1.4.288.plus.Y_1_1","tsb:HMY34_08105","K09803","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K09803"
"comp16663_c0_seq1.33.996.minus.W_2",-4.3590212129109,9.2735447477309,-0.491524061384724,-0.467713994544937,-0.479400586984649,-0.588074974624961,-0.33697706790629,-0.584798359922238,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16663_c0_seq1.33.996.minus.W_2_1","rpx:Rpdx1_1152","K11959","urea transport system substrate-binding protein","map02010","-","M00323","http://www.genome.jp/dbget-bin/www_bget?ko:K11959"
"comp16798_c0_seq1.401.994.plus.W_1",3.65179086367193,5.79924707556691,-0.0205503989183861,0.488037858790414,-0.0283346708982502,-0.821950692259999,-0.821950692259999,-0.821950692259999,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16798_c0_seq1.401.994.plus.W_1_1","rpd:RPD_0726","K09965","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K09965"
"comp16807_c0_seq1.74.976.minus.W_1",-0.0583737764841019,9.59359315393933,-0.401874925217274,-0.280179349841307,-0.205809831555994,-0.649473481412583,-0.665461622097408,-0.644801810540973,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16807_c0_seq1.74.976.minus.W_1_1","rpa:RPA1326","K07506","AraC family transcriptional regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07506"
"comp16839_c0_seq1.460.2004.plus.W_1",-0.103655093641205,9.96129905328166,-0.356315545921179,-0.217032991912599,-0.343559160435229,-0.665742876888217,-0.654936626069825,-0.658157031942856,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16839_c0_seq1.460.2004.plus.W_1_1","rpa:RPA1618","K01652","acetolactate synthase I/II/III large subunit [EC:2.2.1.6]","map00290,map00650,map00660,map00770,map01100,map01110,map01210,map01230","2.2.1.6","M00019,M00570","http://www.genome.jp/dbget-bin/www_bget?ko:K01652"
"comp16858_c1_seq1.83.1087.plus.W_1",-0.914631528206589,10.2011876764045,-0.370906886219044,-0.305827655655437,-0.344913532273757,-0.638584758263287,-0.638584758263287,-0.638584758263287,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp16858_c1_seq1.83.1087.plus.W_1_1","rbk:E0H22_04190","K22737","erythrin-vacuolar iron transport family protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K22737"
"comp16886_c0_seq1.378.1796.minus.W_1",1.99410307987642,8.860333378605,-0.258081521582743,-0.0582605498182906,-0.182604567954221,-0.727187391518873,-0.693801628439431,-0.717001143912645,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16886_c0_seq1.378.1796.minus.W_1_1","rpd:RPD_1127","K00625","phosphate acetyltransferase [EC:2.3.1.8]","map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200","2.3.1.8","M00579,M00357","http://www.genome.jp/dbget-bin/www_bget?ko:K00625"
"comp16910_c0_seq1.4.612.minus.W_1",1.38549560483042,9.1942229767704,-0.27296274045975,-0.132176763005556,-0.306791888999103,-0.667737424961402,-0.708859084563131,-0.708859084563131,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp16910_c0_seq1.4.612.minus.W_1_1","ppn:Palpr_0145","K06142","outer membrane protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06142"
"comp16939_c0_seq1.1546.3768.minus.W_1",-0.0732865940329815,9.62284646140321,-0.310757900645823,-0.280870234192755,-0.300558358480229,-0.658335328170927,-0.638838616202915,-0.655573521847268,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16939_c0_seq1.1546.3768.minus.W_1_1","rpd:RPD_1953","K05366","penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]","map00550,map01100,map01501","2.4.1.129,3.4.16.4","-","http://www.genome.jp/dbget-bin/www_bget?ko:K05366"
"comp16954_c0_seq1.2292.3242.plus.W_1",3.28889804582841,6.36429869623909,-0.064752163889345,0.35904268328815,-0.155380149840261,-0.792339326782021,-0.738687323395604,-0.805126240274445,"Blue_vs_White","N","N",0,0,"Cluster 2","comp16954_c0_seq1.2292.3242.plus.W_1_1","rpd:RPD_4108","K00912","tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]","map00540,map01100","2.7.1.130","M00060","http://www.genome.jp/dbget-bin/www_bget?ko:K00912"
"comp16980_c0_seq1.4125.5699.plus.W_1",0.223663427878901,9.52368678723683,-0.271375684136989,-0.235882707928389,-0.260871532299553,-0.686013256667361,-0.686013256667361,-0.546916172335839,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp16980_c0_seq1.4125.5699.plus.W_1_1","rpt:Rpal_1999","K01768","adenylate cyclase [EC:4.6.1.1]","map00230,map01100,map02025,map04113,map04213","4.6.1.1","M00695","http://www.genome.jp/dbget-bin/www_bget?ko:K01768"
"comp17006_c0_seq1.1325.2761.plus.W_1",0.465388016329755,8.30897859761849,-0.328767043439232,-0.23394570831391,-0.281557951844099,-0.736071443426956,-0.736071443426956,-0.736071443426956,"Blue_vs_White","Y","N",1,0,"Cluster 2","comp17006_c0_seq1.1325.2761.plus.W_1_1","chih:GWR21_12275","K21572","starch-binding outer membrane protein, SusD/RagB family","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K21572"
"comp17072_c0_seq1.61.1656.plus.W_1",3.65090936106418,6.56652532479525,-0.0313170800583978,-0.0948013736764116,0.0656670688238449,-0.88177225341242,-0.864126239116859,-0.88177225341242,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17072_c0_seq1.61.1656.plus.W_1_1","pet:PEIBARAKI_6940","K01610","phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]","map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01200","4.1.1.49","M00170,M00003","http://www.genome.jp/dbget-bin/www_bget?ko:K01610"
"comp17078_c0_seq1.2677.3027.plus.W_1",2.12669294569231,8.18432722149626,-0.37959494613006,0.0312740489372545,-0.175952502103834,-0.776844334540901,-0.776844334540901,-0.776844334540901,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp17078_c0_seq1.2677.3027.plus.W_1_1","ppn:Palpr_1179","K03075","preprotein translocase subunit SecG","map02024,map03060,map03070","-","M00335","http://www.genome.jp/dbget-bin/www_bget?ko:K03075"
"comp17123_c0_seq1.546.2018.plus.W_1",6.52698252707542,5.91322579486209,-0.0239341795094535,0.362703746831213,0.200297362497186,-2.21503622269779,-0.307683970320325,-1.71720528890116,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17123_c0_seq1.546.2018.plus.W_1_1","dden:KI615_10290","K02600","transcription termination/antitermination protein NusA","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02600"
"comp17133_c1_seq1.1338.3665.minus.W_1",3.26351522976599,7.00194279928166,-0.0370363008753355,0.0217808487475731,0.0814247454535349,-0.812997491683589,-0.645640260728445,-0.794572842404124,"Blue_vs_White","Y","Y",1,1,"Cluster 2","comp17133_c1_seq1.1338.3665.minus.W_1_1","rpb:RPB_4239","K02014","iron complex outermembrane recepter protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02014"
"comp17193_c0_seq1.1222.2193.plus.W_1",0.760389040809196,9.10760073209285,-0.218649494627224,-0.254921539830442,-0.221754702925064,-0.700920466126253,-0.551147703829568,-0.707237958870134,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17193_c0_seq1.1222.2193.plus.W_1_1","rpd:RPD_2686","K00648","3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]","map00061,map01100,map01212","2.3.1.180","M00082,M00083","http://www.genome.jp/dbget-bin/www_bget?ko:K00648"
"comp17203_c0_seq1.774.1562.plus.W_1",-3.88746176532205,10.1442388579093,-0.453422897441777,-0.425797509966864,-0.430864809376657,-0.589522468003514,-0.590716088596733,-0.594232128284252,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17203_c0_seq1.774.1562.plus.W_1_1","rpd:RPD_4123","K03414","chemotaxis protein CheZ","map02030","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03414"
"comp17207_c0_seq1.729.3035.minus.W_1",-4.19894916929162,9.99642757776553,-0.458955782406525,-0.433277989427617,-0.439864057318181,-0.593211857979671,-0.583450833058197,-0.588284114753185,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17207_c0_seq1.729.3035.minus.W_1_1","rpb:RPB_1613","K03520","aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]","-","1.2.5.3","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03520"
"comp17210_c0_seq1.527.1218.minus.Y_2",0.515944858358605,9.01414716494993,-0.25952084278017,-0.219461373240203,-0.356447608223659,-0.700665031812028,-0.700665031812028,-0.700665031812028,"Blue_vs_White","N","Y",0,1,"Cluster 2","comp17210_c0_seq1.527.1218.minus.Y_2_1","bhl:Bache_3157","K06973","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06973"
"comp17215_c0_seq1.2738.3394.plus.W_1",-1.82977486941126,10.2805921924726,-0.382508661911658,-0.370317517034694,-0.34678135110706,-0.614143092181025,-0.60748388345952,-0.613211284929283,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17215_c0_seq1.2738.3394.plus.W_1_1","rpd:RPD_4348","K07735","putative transcriptional regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07735"
"comp17216_c0_seq1.12.206.plus.Y_2",1.23992877015632,7.25048704766066,-0.299934004358397,-0.265443845791933,-0.229958095019427,-0.881999876248103,-0.881999876248103,-0.881999876248103,"Blue_vs_White","N","N",0,0,"Cluster 2","comp17216_c0_seq1.12.206.plus.Y_2_1","ebv:F0358_02585","K02970","small subunit ribosomal protein S21","map03010","-","M00178","http://www.genome.jp/dbget-bin/www_bget?ko:K02970"
