"id","umap1","umap2","W_1","W_2","W_3","B_1","B_2","B_3","degs","X.","Topology","Signalp","tmhmm","Cluster","id_raw","Gene","KO","Definition","Pathway","Enzyme","Modules","Hyperlink"
"comp17197_c0_seq1.104.1570.minus.W_2",7.6045803803121,5.57258234555057,0.595514521725581,0.755111776009071,0.630154138833715,-1.62397112905574,-1.31518975692004,-1.59379428470387,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17197_c0_seq1.104.1570.minus.W_2_1","fcv:AWN65_03970","K03781","catalase [EC:1.11.1.6]","map00380,map00630,map01100,map01110,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014,map05022,map05208","1.11.1.6","M00532","http://www.genome.jp/dbget-bin/www_bget?ko:K03781"
"comp17282_c1_seq1.80.1705.plus.W_1",9.33546879157495,3.86370760600682,0.98860655285227,1.55791380962885,1.288123491689,-1.32002652590155,-1.18419710170344,-1.3056303480672,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17282_c1_seq1.80.1705.plus.W_1_1","dey:HYN24_09185","K01338","ATP-dependent Lon protease [EC:3.4.21.53]","map04112","3.4.21.53","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01338"
"comp17341_c0_seq1.345.1670.minus.W_1",8.72952209427886,5.01941021989536,0.690818543692617,1.56310202354184,0.75957863609104,-1.5713884962155,-1.41165351233608,-1.58170251007526,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17341_c0_seq1.345.1670.minus.W_1_1","fle:KI610_14045","K03545","trigger factor","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03545"
"comp17382_c0_seq1.765.1532.plus.W_2",8.66207487051838,5.01659262152381,0.634608592927252,1.22008515511303,0.979322039499702,-1.37867311886497,-1.48148239240412,-1.48148239240412,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17382_c0_seq1.765.1532.plus.W_2_1","wvi:Weevi_0469","K00240","succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]","map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01200","1.3.5.1","M00173,M00376,M00374,M00009,M00011,M00149","http://www.genome.jp/dbget-bin/www_bget?ko:K00240"
"comp17479_c0_seq1.27.466.minus.Y_2",5.61876888978894,5.5605999350862,0.124969348074237,0.425939274690754,0.418402949080453,-1.08779935782962,-1.08779935782962,-1.08779935782962,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17479_c0_seq1.27.466.minus.Y_2_1","dvm:DvMF_0413","K07168","CBS domain-containing membrane protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07168"
"comp17719_c0_seq1.135.617.plus.Y_3",9.22918577990786,4.10650759408669,0.971905262211014,1.47779032281224,1.24293647227898,-1.23506316262818,-1.28977768159391,-1.53554453727607,"Blue_vs_White","N","N",0,0,"Cluster 4","comp17719_c0_seq1.135.617.plus.Y_3_1","thu:AC731_005225","K13643","Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K13643"
"comp17933_c0_seq1.158.919.minus.R_1",7.84911254943576,5.10053049275711,0.815676469914562,0.850103311706067,0.808703944994763,-1.50501224089173,-1.50501224089173,-1.50501224089173,"Blue_vs_White","Y","Y",1,1,"Cluster 4","comp17933_c0_seq1.158.919.minus.R_1_1","rte:GSU10_10745","K02440","glycerol uptake facilitator protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02440"
"comp18050_c1_seq1.2548.4881.minus.Z3_3",7.62107666650102,4.27959445971265,0.297276955656028,0.86836163362682,0.981440666998371,-2.25375758965061,-1.43589036715196,-0.278548981575625,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18050_c1_seq1.2548.4881.minus.Z3_3_1","oca:OCAR_4562","K02014","iron complex outermembrane recepter protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02014"
"comp18079_c0_seq1.569.1881.minus.W_1",7.48343650996928,6.05005072178585,0.251504865025074,0.756578847437528,0.556528508208169,-1.63643606021807,-1.63643606021807,-1.62720763789246,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18079_c0_seq1.569.1881.minus.W_1_1","ebv:F0358_01065","K01647","citrate synthase [EC:2.3.3.1]","map00020,map00630,map01100,map01110,map01120,map01200,map01210,map01230","2.3.3.1","M00009,M00010,M00012,M00740","http://www.genome.jp/dbget-bin/www_bget?ko:K01647"
"comp18173_c0_seq1.127.693.plus.W_1",8.02987742970784,5.41135427602103,0.174330727350623,1.34943513211625,0.497971089573643,-1.23814728795936,-1.23814728795936,-1.23814728795936,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18173_c0_seq1.127.693.plus.W_1_1","dvm:DvMF_0623","K17472","Rrf2 family transcriptional regulator, cysteine metabolism repressor","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K17472"
"comp18173_c0_seq1.694.1953.plus.W_1",8.92991324980198,4.80947460696625,0.398588831772858,1.333281431508,1.11141718501651,-1.33992713474392,-1.33992713474392,-1.33992713474392,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18173_c0_seq1.694.1953.plus.W_1_1","dvm:DvMF_0624","K17218","sulfide:quinone oxidoreductase [EC:1.8.5.4]","map00920,map01120","1.8.5.4","-","http://www.genome.jp/dbget-bin/www_bget?ko:K17218"
"comp18287_c0_seq1.557.2866.minus.W_1",7.65650660037438,5.73246802406516,0.427652965908335,0.870763692650104,0.58015073869154,-1.49580715294114,-1.3181398448442,-1.48438568313491,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18287_c0_seq1.557.2866.minus.W_1_1","dar:Daro_2972","K12573","ribonuclease R [EC:3.1.13.1]","map03018","3.1.13.1","-","http://www.genome.jp/dbget-bin/www_bget?ko:K12573"
"comp18428_c1_seq1.27.1669.minus.W_1",9.01418472936757,4.69935578145053,0.656305990759446,1.441766779948,1.02710197501734,-1.45096414512873,-1.22639756311339,-1.31813910475842,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18428_c1_seq1.27.1669.minus.W_1_1","fle:KI610_11515","K08300","ribonuclease E [EC:3.1.26.12]","map03018","3.1.26.12","M00394","http://www.genome.jp/dbget-bin/www_bget?ko:K08300"
"comp18484_c1_seq1.28.525.plus.W_1",4.37616660997376,5.62216581397442,0.126518231369486,0.368911395175584,0.194203332227366,-0.870431063130615,-0.773542310574037,-0.841027581948153,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18484_c1_seq1.28.525.plus.W_1_1","rpb:RPB_1408","K00019","3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","map00650,map01100","1.1.1.30","M00088","http://www.genome.jp/dbget-bin/www_bget?ko:K00019"
"comp18666_c0_seq1.536.1169.minus.Z1_2",7.77621814253367,5.02705731322811,1.01582044901178,0.876934777991787,0.467285114630088,-1.49561368285331,-1.49561368285331,-1.4446001770498,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18666_c0_seq1.536.1169.minus.Z1_2_1","fbo:J9309_13205","K03386","peroxiredoxin 2/4 [EC:1.11.1.24]","map04214","1.11.1.24","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03386"
"comp18696_c0_seq1.3.1688.plus.W_1",7.51339055749793,5.74237796481875,0.573858496994992,0.803032886183279,0.431498473880573,-1.50308295891987,-1.50308295891987,-1.50308295891987,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18696_c0_seq1.3.1688.plus.W_1_1","efal:FH779_15460","K01886","glutaminyl-tRNA synthetase [EC:6.1.1.18]","map00970,map01100","6.1.1.18","M00360,M00359","http://www.genome.jp/dbget-bin/www_bget?ko:K01886"
"comp18728_c0_seq1.4.837.minus.R_2",9.01400972503374,4.22707745479905,1.16700167134097,1.38097696257731,1.21812851083992,-1.51218673740255,-1.11595373128569,-1.51218673740255,"Blue_vs_White","Y","N",1,0,"Cluster 4","comp18728_c0_seq1.4.837.minus.R_2_1","dden:KI615_14070","K02656","type IV pilus assembly protein PilF","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02656"
"comp18733_c0_seq1.92.706.minus.R_2",8.3948102259234,4.20173514020634,1.23759253655939,0.882307202892989,1.37911032279062,-1.35032510046968,-1.48817305756039,-1.45697950986599,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18733_c0_seq1.92.706.minus.R_2_1","orh:Ornrh_1920","K15519","deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]","map00230,map00240,map01100,map01232","2.7.1.74,2.7.1.76","-","http://www.genome.jp/dbget-bin/www_bget?ko:K15519"
"comp18809_c0_seq1.8.559.plus.W_1",6.73755577615118,4.9540843815179,0.564921000234653,0.103721698540246,1.17435790210704,-1.20251647032842,-1.20251647032842,-1.13840229914878,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18809_c0_seq1.8.559.plus.W_1_1","dden:KI615_17980","K08311","putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]","map03018","3.6.1.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K08311"
"comp18921_c0_seq1.64.477.plus.Z4_1",6.34000365858111,4.5551506949184,0.738368214513342,0.452954631267792,0.455261579674735,-1.13627361343005,-1.10586855184191,-0.884660712461517,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18921_c0_seq1.64.477.plus.Z4_1_1","ppan:ESD82_00320","K00954","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","map00770,map01100,map01240","2.7.7.3","M00120","http://www.genome.jp/dbget-bin/www_bget?ko:K00954"
"comp18941_c0_seq1.1824.4586.plus.W_1",9.25819718909766,4.03747891495436,0.979178564905694,1.42173158390193,1.19413288841815,-1.26527748767451,-1.22510359698082,-1.3107332046347,"Blue_vs_White","N","N",0,0,"Cluster 4","comp18941_c0_seq1.1824.4586.plus.W_1_1","fbo:J9309_03410","K02519","translation initiation factor IF-2","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02519"
"comp19031_c1_seq1.610.1619.minus.W_3",6.68430957681755,5.83364392777894,0.222406722494617,0.360309570235877,0.619294589227207,-1.35379746267582,-1.31041079712314,-1.30734035617634,"Blue_vs_White","N","N",0,0,"Cluster 4","comp19031_c1_seq1.610.1619.minus.W_3_1","orh:Ornrh_0199","K01485","cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]","map00240,map00330,map01100,map01232","3.5.4.1,3.5.4.21","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01485"
"comp19747_c0_seq1.43.1485.plus.R_2",7.94804466659427,5.13336964737395,0.86218148176481,0.974680059381721,0.606422996713865,-1.49466371930947,-1.49466371930947,-1.44667604479475,"Blue_vs_White","N","N",0,0,"Cluster 4","comp19747_c0_seq1.43.1485.plus.R_2_1","wvi:Weevi_1068","K00873","pyruvate kinase [EC:2.7.1.40]","map00010,map00620,map01100,map01110,map01120,map01200,map01230,map04922,map04930,map05165,map05203,map05230","2.7.1.40","M00001,M00002,M00049,M00050","http://www.genome.jp/dbget-bin/www_bget?ko:K00873"
"comp19755_c0_seq1.699.2215.minus.Y_3",8.19271919861417,4.70268233484271,1.07592856943327,0.920221432521985,1.07987934753401,-1.51206348525942,-1.558543227621,-1.45652019313733,"Blue_vs_White","N","N",0,0,"Cluster 4","comp19755_c0_seq1.699.2215.minus.Y_3_1","fbo:J9309_00005","K02313","chromosomal replication initiator protein","map02020,map04112","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02313"
"comp19835_c0_seq1.92.2668.plus.Z2_2",9.30882031250695,4.24848675169274,0.845861737116064,1.54200238747772,1.28647346880579,-1.36671916396036,-1.38650324087635,-1.38271283361674,"Blue_vs_White","N","N",0,0,"Cluster 4","comp19835_c0_seq1.92.2668.plus.Z2_2_1","este:HNV03_08780","K02469","DNA gyrase subunit A [EC:5.6.2.2]","-","5.6.2.2","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02469"
"comp19949_c0_seq1.1.607.minus.Y_3",7.56245255469264,5.50699522974549,0.653577767196412,0.749784647227661,0.666885294819782,-1.48326211921193,-1.48326211921193,-1.48326211921193,"Blue_vs_White","N","Y",0,1,"Cluster 4","comp19949_c0_seq1.1.607.minus.Y_3_1","mut:GVT53_06825","K01969","3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]","map00280,map01100","6.4.1.4","M00036","http://www.genome.jp/dbget-bin/www_bget?ko:K01969"
"comp20313_c0_seq1.1.1327.minus.Z2_2",7.79442678863025,5.69326725523351,0.394776596577715,0.882090953340513,0.690047050263365,-1.41928633207927,-1.53196153720572,-1.54298496747665,"Blue_vs_White","N","N",0,0,"Cluster 4","comp20313_c0_seq1.1.1327.minus.Z2_2_1","spdr:G6053_03270","K03918","L-lysine 6-transaminase [EC:2.6.1.36]","-","2.6.1.36","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03918"
"comp20791_c0_seq1.631.1719.minus.R_2",7.83448996545701,5.64154813587745,0.370226001961964,0.604841431879933,0.998364005892855,-1.35073301817748,-1.42751138577892,-1.61290305388969,"Blue_vs_White","N","N",0,0,"Cluster 4","comp20791_c0_seq1.631.1719.minus.R_2_1","dar:Daro_0210","K02662","type IV pilus assembly protein PilM","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02662"
"comp209499_c0_seq1.86.289.plus.B_2",8.9669217194115,4.15118337605717,1.11293233342219,1.43182789577938,1.05028992733342,-1.27563373069613,-1.27563373069613,-1.27563373069613,"Blue_vs_White","N","N",0,0,"Cluster 4","comp209499_c0_seq1.86.289.plus.B_2_1","dar:Daro_1058","K02192","bacterioferritin-associated ferredoxin","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02192"
"comp21104_c1_seq1.223.2145.plus.Z1_1",8.87786148612792,4.36514503747966,0.880398456550033,1.34265970268544,1.1507945136524,-1.68256351044009,-0.954070722933261,-1.68910774944586,"Blue_vs_White","N","N",0,0,"Cluster 4","comp21104_c1_seq1.223.2145.plus.Z1_1_1","paeb:NCGM1900_0603","K07180","serine protein kinase","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07180"
"comp21143_c0_seq1.1297.1707.plus.W_1",6.45095325109741,4.59233634217232,0.868462732245933,0.381218950888251,0.562199525190562,-0.996437180602322,-0.996437180602322,-0.996437180602322,"Blue_vs_White","N","N",0,0,"Cluster 4","comp21143_c0_seq1.1297.1707.plus.W_1_1","ppn:Palpr_2613","K09825","Fur family transcriptional regulator, peroxide stress response regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K09825"
"comp21633_c5_seq3.20.301.plus.Z3_3",6.83423092344918,3.70411365660104,0.532323363747151,1.4130577041562,0.481640014526237,-1.48700797100193,-1.48700797100193,0.116186391196483,"Blue_vs_White","N","N",0,0,"Cluster 4","comp21633_c5_seq3.20.301.plus.Z3_3_1","ppan:ESD82_15385","K12371","dipeptide transport system ATP-binding protein","map02010","-","M00324","http://www.genome.jp/dbget-bin/www_bget?ko:K12371"
"comp21633_c8_seq1.6.923.plus.Z3_3",7.30328085026276,4.48161736166488,0.880845156137391,0.697477567686068,0.944518637613689,-1.18882245006619,-1.38736676975393,-1.05515543189616,"Blue_vs_White","N","N",0,0,"Cluster 4","comp21633_c8_seq1.6.923.plus.Z3_3_1","ppan:ESD82_11905","K10117","raffinose/stachyose/melibiose transport system substrate-binding protein","map02010","-","M00196","http://www.genome.jp/dbget-bin/www_bget?ko:K10117"
"comp21692_c0_seq1.12351.14126.plus.Z3_3",6.78482115873012,3.64077808372998,0.812212478828846,1.02296585511798,0.841800053155361,-0.696134176759025,-0.667863326944422,-0.711934870901981,"Blue_vs_White","N","Y",0,1,"Cluster 4","comp21692_c0_seq1.12351.14126.plus.Z3_3_1","ppan:ESD82_17180","K06147","ATP-binding cassette, subfamily B, bacterial","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06147"
"comp21760_c4_seq10.30.764.plus.Z3_3",8.5555076583617,3.72828608505785,0.82638369618656,1.35225903146658,1.29072772864347,-1.43746501771791,-1.28855469006794,-0.952305563116378,"Blue_vs_White","N","Y",0,1,"Cluster 4","comp21760_c4_seq10.30.764.plus.Z3_3_1","ppan:ESD82_12585","K02033","peptide/nickel transport system permease protein","map02024","-","M00239","http://www.genome.jp/dbget-bin/www_bget?ko:K02033"
"comp21765_c0_seq4.9497.10363.plus.Z3_3",7.19065245937157,4.2389315450814,1.20377776658996,0.576277843529597,0.878751772150473,-1.15168534855921,-1.18904326561189,-1.02897367810207,"Blue_vs_White","N","N",0,0,"Cluster 4","comp21765_c0_seq4.9497.10363.plus.Z3_3_1","pkd:F8A10_14415","K01358","ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]","map04112,map04212","3.4.21.92","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01358"
"comp22042_c0_seq1.212.1006.minus.B_2",8.43142449062693,4.94525005116844,0.604645478408693,1.14732641360527,1.00266348595494,-1.32999372965537,-1.32214867978027,-1.350375782694,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22042_c0_seq1.212.1006.minus.B_2_1","azq:G3580_06490","K02406","flagellin","map02020,map02040,map04621,map04626,map05131,map05132,map05134","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02406"
"comp22076_c0_seq2.15.427.minus.Z1_1",5.81547888440425,5.39683218438671,0.508982444616767,0.534461719836031,0.312384960084698,-1.13556154409167,-1.07947698562087,-1.13556154409167,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22076_c0_seq2.15.427.minus.Z1_1_1","mgg:MPLG2_0389","K02913","large subunit ribosomal protein L33","map03010","-","M00178","http://www.genome.jp/dbget-bin/www_bget?ko:K02913"
"comp22166_c0_seq1.1.555.minus.Z2_3",9.11266928971321,3.90096672783789,0.810273159484252,1.82227249149,1.09218279428017,-1.49626021611872,-0.948901302143196,-1.49626021611872,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22166_c0_seq1.1.555.minus.Z2_3_1","ebv:F0358_03870","K00858","NAD+ kinase [EC:2.7.1.23]","map00760,map01100,map01240","2.7.1.23","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00858"
"comp22210_c1_seq2.1.404.minus.Z3_1",5.49784504304368,3.97568564670422,0.628040641959441,0.468013794127771,0.638346578114297,-0.627678121592185,-0.722451303317738,-0.294470115459832,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22210_c1_seq2.1.404.minus.Z3_1_1","ppan:ESD82_09885","K00632","acetyl-CoA acyltransferase [EC:2.3.1.16]","map00071,map00280,map00281,map00362,map00592,map00642,map01100,map01110,map01120,map01212","2.3.1.16","M00113,M00087","http://www.genome.jp/dbget-bin/www_bget?ko:K00632"
"comp22309_c4_seq2.3724.6021.plus.Z3_1",6.48423199805728,4.5372876663794,0.647554167749973,0.352985651016136,0.927928304622113,-1.06434425893651,-1.27852480259222,-0.841590871997994,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22309_c4_seq2.3724.6021.plus.Z3_1_1","ppan:ESD82_03940","K01972","DNA ligase (NAD+) [EC:6.5.1.2]","map03030,map03410,map03420,map03430","6.5.1.2","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01972"
"comp22370_c14_seq2.667.3804.minus.Z3_1",6.52780217787957,3.62895652907322,0.774410711963305,0.43420455686049,0.970205033342032,-0.906337502634468,-1.01883810718357,-0.314357158023925,"Blue_vs_White","Y","Y",1,1,"Cluster 4","comp22370_c14_seq2.667.3804.minus.Z3_1_1","ppan:ESD82_11040","K18138","multidrug efflux pump","map01501,map01503","-","M00647,M00699,M00718","http://www.genome.jp/dbget-bin/www_bget?ko:K18138"
"comp22728_c0_seq1.146.1174.plus.R_3",7.20469462707406,4.82674685206003,0.70929652109546,0.545779896786994,0.956194486368402,-1.31517082374345,-1.25764503739084,-1.17144103762594,"Blue_vs_White","N","N",0,0,"Cluster 4","comp22728_c0_seq1.146.1174.plus.R_3_1","ppan:ESD82_09165","K22548","trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]","map00330,map01100","4.2.1.77","-","http://www.genome.jp/dbget-bin/www_bget?ko:K22548"
"comp23090_c0_seq1.1.1667.minus.Z2_1",6.72325169031818,5.79852840671723,0.302480787296246,0.56543258194391,0.319784942032219,-1.28183053445809,-1.23295075716267,-1.35318787357551,"Blue_vs_White","N","N",0,0,"Cluster 4","comp23090_c0_seq1.1.1667.minus.Z2_1_1","emn:M876_08785","K04567","lysyl-tRNA synthetase, class II [EC:6.1.1.6]","map00970","6.1.1.6","M00360,M00359","http://www.genome.jp/dbget-bin/www_bget?ko:K04567"
"comp23363_c0_seq1.112.339.plus.B_1",4.9213365980336,5.209071003508,0.271776089743165,0.382314755375627,0.367404161129663,-0.827250486244632,-0.872412532719947,-0.795098050593577,"Blue_vs_White","N","Y",0,1,"Cluster 4","comp23363_c0_seq1.112.339.plus.B_1_1","nwi:Nwi_0237","K02110","F-type H+-transporting ATPase subunit c","map00190,map00195,map01100","-","M00157","http://www.genome.jp/dbget-bin/www_bget?ko:K02110"
"comp23431_c0_seq1.81.2336.minus.Y_1",6.85788404937093,4.82262821009252,0.64514565449415,0.631257144511649,0.802743694085054,-1.17932942397021,-1.1695343695615,-1.13938168341528,"Blue_vs_White","Y","N",1,0,"Cluster 4","comp23431_c0_seq1.81.2336.minus.Y_1_1","pde:Pden_4373","K16090","catecholate siderophore receptor","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K16090"
"comp23443_c0_seq1.25.342.minus.R_3",5.6206296472152,3.68766820734719,0.426329927775096,0.302001480369212,0.61808593132559,0.379955701397158,-0.952378667485575,-1.45965011307983,"Blue_vs_White","N","N",0,0,"Cluster 4","comp23443_c0_seq1.25.342.minus.R_3_1","sacz:AOT14_12120","K02968","small subunit ribosomal protein S20","map03010","-","M00178","http://www.genome.jp/dbget-bin/www_bget?ko:K02968"
"comp23519_c0_seq1.18.584.plus.R_1",8.35384011137105,5.2107371862711,0.89148325178374,1.19820764155462,0.588837191849152,-1.47275854039477,-1.52951529728312,-1.52951529728312,"Blue_vs_White","Y","Y",1,1,"Cluster 4","comp23519_c0_seq1.18.584.plus.R_1_1","dey:HYN24_04995","K00432","glutathione peroxidase [EC:1.11.1.9]","map00480,map01100,map04918,map05014,map05016,map05022","1.11.1.9","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00432"
