"id","umap1","umap2","W_1","W_2","W_3","B_1","B_2","B_3","degs","X.","Topology","Signalp","tmhmm","Cluster","id_raw","Gene","KO","Definition","Pathway","Enzyme","Modules","Hyperlink"
"comp18161_c1_seq1.1749.2423.plus.B_3",3.43579009440826,-2.1620964906191,0.648845363170735,0.679260257155353,0.315103553501679,0.890040952629836,2.04580692404533,0.664737830297833,"Blue_vs_White","N","N",0,0,"Cluster 1","comp18161_c1_seq1.1749.2423.plus.B_3_1","cfae:LL667_05135","K03437","RNA methyltransferase, TrmH family","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03437"
"comp18441_c0_seq1.2089.2862.plus.B_3",2.53441891840418,-1.87243381287951,0.181130325201046,0.373720494361828,0.106216150905957,1.57088949374563,2.0703443184784,0.481434928753687,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp18441_c0_seq1.2089.2862.plus.B_3_1","kbe:J4771_08060","K07090","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07090"
"comp18441_c0_seq1.889.1704.plus.B_3",4.87696286299679,-1.56814969530331,0.953003250517058,1.19589549240083,0.811728256887449,1.20766459235636,0.494512088047155,0.957857431821673,"Blue_vs_White","N","N",0,0,"Cluster 1","comp18441_c0_seq1.889.1704.plus.B_3_1","kbe:J4771_08070","K00606","3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]","map00770,map01100,map01110,map01240","2.1.2.11","M00119","http://www.genome.jp/dbget-bin/www_bget?ko:K00606"
"comp18449_c1_seq1.4405.7250.minus.Y_3",2.60287556346053,-1.79539831296411,0.221511188848605,0.426348247433646,0.0611095294902516,1.46596290048121,1.88406092721153,0.937311916326319,"Blue_vs_White","N","N",0,0,"Cluster 1","comp18449_c1_seq1.4405.7250.minus.Y_3_1","cfae:LL667_05475","K01869","leucyl-tRNA synthetase [EC:6.1.1.4]","map00970","6.1.1.4","M00360,M00359","http://www.genome.jp/dbget-bin/www_bget?ko:K01869"
"comp18517_c0_seq1.1020.2897.plus.B_3",2.8886002406807,-1.95930012424715,0.184974278999407,0.541630598938787,0.240152523036832,1.19200884741352,2.10951049731312,0.734353999808996,"Blue_vs_White","N","N",0,0,"Cluster 1","comp18517_c0_seq1.1020.2897.plus.B_3_1","kbe:J4771_02195","K02622","topoisomerase IV subunit B [EC:5.6.2.2]","-","5.6.2.2","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02622"
"comp18599_c0_seq1.177.1296.minus.Y_3",1.68805979810443,-1.98175504704221,0.0056574080518693,0.0500793540404521,-0.109650153137741,1.56626471194144,2.0595113691609,0.943420993545472,"Blue_vs_White","N","N",0,0,"Cluster 1","comp18599_c0_seq1.177.1296.minus.Y_3_1","kfa:Q73A0000_00625","K01697","cystathionine beta-synthase [EC:4.2.1.22]","map00260,map00270,map01100,map01110,map01230","4.2.1.22","M00338,M00035","http://www.genome.jp/dbget-bin/www_bget?ko:K01697"
"comp18635_c0_seq1.3231.5711.plus.B_3",4.33270478037463,-1.58436704054813,0.862626666071535,1.03291858186104,0.824071866376285,0.769049927169253,1.65028840511413,0.352539763709571,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp18635_c0_seq1.3231.5711.plus.B_3_1","cjg:NCTC13459_02384","K16692","tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]","map02020","2.7.10.3","-","http://www.genome.jp/dbget-bin/www_bget?ko:K16692"
"comp19059_c0_seq1.1.1225.minus.Y_3",3.40599325320747,-1.55261594153376,0.30441273362969,0.8550963248137,0.373248182527691,1.63693105303791,1.45834737520906,0.697211842817491,"Blue_vs_White","N","N",0,0,"Cluster 1","comp19059_c0_seq1.1.1225.minus.Y_3_1","kbe:J4771_04780","K25137","23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.173]","-","2.1.1.173","-","http://www.genome.jp/dbget-bin/www_bget?ko:K25137"
"comp19094_c0_seq1.34.327.plus.R_1",3.44441517884034,-2.32559164682442,0.463230796363062,0.911044621030142,0.0184347619003002,0.711870467545048,1.98347541385651,1.00059426513658,"Blue_vs_White","N","N",0,0,"Cluster 1","comp19094_c0_seq1.34.327.plus.R_1_1","kbe:J4771_00285","K19166","mRNA interferase HigB [EC:3.1.-.-]","-","3.1.-.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K19166"
"comp21153_c0_seq1.1.673.minus.B_2",2.72883625419622,-1.66085599638322,0.566029375270673,0.291401610267421,0.193240488659842,1.57854086856554,1.76518350686869,0.726611538810758,"Blue_vs_White","N","N",0,0,"Cluster 1","comp21153_c0_seq1.1.673.minus.B_2_1","pde:Pden_2126","K10107","capsular polysaccharide transport system permease protein","map02010","-","M00249","http://www.genome.jp/dbget-bin/www_bget?ko:K10107"
"comp22195_c0_seq1.1210.1548.plus.B_2",5.97146736145594,-4.09247762220727,0.355462620304343,0.317681644371098,0.275145021117583,2.89088314857982,-0.382455322224017,0.105659034675785,"Blue_vs_White","N","N",0,0,"Cluster 1","comp22195_c0_seq1.1210.1548.plus.B_2_1","caph:CGC49_03185","K09951","CRISPR-associated protein Cas2","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K09951"
"comp22567_c0_seq1.3.287.plus.R_1",3.30802313382631,-2.38657621272501,1.01666727483122,0.486126070922658,0.266490797915433,0.538629359993909,2.45008376450822,-0.362014710302702,"Blue_vs_White","N","N",0,0,"Cluster 1","comp22567_c0_seq1.3.287.plus.R_1_1","pmuo:LOK61_14825","K07334","toxin HigB-1","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07334"
"comp23165_c0_seq1.54.500.plus.B_2",5.17454345717621,-0.962766003879349,1.28777799755433,1.48732755594125,0.673330865367633,1.60732059859051,-0.25539271551327,0.0216445130484089,"Blue_vs_White","N","N",0,0,"Cluster 1","comp23165_c0_seq1.54.500.plus.B_2_1","cfae:LL667_02305","K04750","PhnB protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K04750"
"comp24612_c0_seq1.3981.5441.plus.B_2",4.12241102962626,-1.58815185395678,0.744891738720143,1.14041042477652,0.61501753133234,1.01353784991604,1.54723883339122,0.472654388607618,"Blue_vs_White","N","N",0,0,"Cluster 1","comp24612_c0_seq1.3981.5441.plus.B_2_1","kbe:J4771_08740","K01928","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]","map00300,map00550,map01100","6.3.2.13","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01928"
"comp24612_c0_seq1.570.1511.plus.B_2",3.29804490112074,-2.13840060456192,0.369197736919672,0.752698252308988,0.255705771176806,1.01995477682984,2.2206129499347,0.345010924548241,"Blue_vs_White","N","N",0,0,"Cluster 1","comp24612_c0_seq1.570.1511.plus.B_2_1","kbe:J4771_08725","K03438","16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]","-","2.1.1.199","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03438"
"comp24686_c0_seq1.17.1369.plus.B_2",1.78283592346428,-1.63626171535517,0.00393190933262737,0.158878671211445,-0.0157262572289541,1.86678746901786,1.74615555222379,0.90178181832132,"Blue_vs_White","N","N",0,0,"Cluster 1","comp24686_c0_seq1.17.1369.plus.B_2_1","kbe:J4771_00115","K11927","ATP-dependent RNA helicase RhlE [EC:3.6.4.13]","map03018","3.6.4.13","-","http://www.genome.jp/dbget-bin/www_bget?ko:K11927"
"comp24845_c0_seq1.1325.2344.plus.B_2",3.30815098871631,-1.78736380769101,0.381521654371871,0.772570993923495,0.410256263758105,1.28587377003399,1.9038497364544,0.47463633795258,"Blue_vs_White","N","N",0,0,"Cluster 1","comp24845_c0_seq1.1325.2344.plus.B_2_1","csal:NBC122_01325","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","map00520,map00550,map01100,map01250","1.3.1.98","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00075"
"comp24845_c0_seq1.3330.4286.plus.B_2",2.86630333345532,-1.89748891453633,0.27106727821742,0.381308438468593,0.395535457825958,1.33400802189666,1.68829728343186,1.16277307609289,"Blue_vs_White","N","N",0,0,"Cluster 1","comp24845_c0_seq1.3330.4286.plus.B_2_1","kda:EIB71_06840","K03110","fused signal recognition particle receptor","map02024,map03060,map03070","-","M00335","http://www.genome.jp/dbget-bin/www_bget?ko:K03110"
"comp24914_c0_seq1.63.1193.plus.B_2",3.30991390976058,-1.82110928586982,0.456238755716155,0.428057537649622,0.553166981084008,1.29219730957319,1.53736126943452,1.16064283420431,"Blue_vs_White","Y","N",1,0,"Cluster 1","comp24914_c0_seq1.63.1193.plus.B_2_1","cfae:LL667_01705","K15727","membrane fusion protein, heavy metal efflux system","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K15727"
"comp25202_c0_seq1.1.518.minus.R_3",1.95521679052956,-1.63172959538052,-0.0860857719230964,0.219527494990023,0.0677176309578568,1.5532049848286,1.69177474178958,1.34568887485203,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp25202_c0_seq1.1.518.minus.R_3_1","kbe:J4771_02270","K10716","voltage-gated potassium channel","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K10716"
"comp25202_c0_seq1.154.1215.plus.B_2",2.09864244719361,-1.96101104327997,0.0652839881769977,0.202816120538902,0.120917645885893,1.39489770828291,1.96515122733706,1.09885570015568,"Blue_vs_White","N","N",0,0,"Cluster 1","comp25202_c0_seq1.154.1215.plus.B_2_1","kbe:J4771_05760","K06861","lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]","map02010","7.5.2.5","M00320","http://www.genome.jp/dbget-bin/www_bget?ko:K06861"
"comp25202_c0_seq1.1973.2617.plus.B_2",3.6203070371753,-2.14565058232854,0.395538454301544,1.12156457275997,0.201464273759472,0.703900763385057,1.97090866010451,0.708617844162121,"Blue_vs_White","N","N",0,0,"Cluster 1","comp25202_c0_seq1.1973.2617.plus.B_2_1","kbe:J4771_11820","K06950","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06950"
"comp26074_c0_seq1.1148.2905.minus.B_1",1.75645081659914,-1.98972804738238,-0.0130141991408736,0.113951310915012,-0.0884060550864799,1.58944672978734,2.05107852721153,0.890736209462755,"Blue_vs_White","N","N",0,0,"Cluster 1","comp26074_c0_seq1.1148.2905.minus.B_1_1","kbe:J4771_10730","K07462","single-stranded-DNA-specific exonuclease [EC:3.1.-.-]","map03410,map03430,map03440","3.1.-.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07462"
"comp26141_c0_seq1.6.719.plus.B_2",3.28731836405258,-2.11750302375786,0.287223146113629,0.496229661326854,0.663375496646522,1.12250699633012,2.14972651712239,0.299840726932609,"Blue_vs_White","N","N",0,0,"Cluster 1","comp26141_c0_seq1.6.719.plus.B_2_1","khi:EG338_07810","K06911","quercetin 2,3-dioxygenase [EC:1.13.11.24]","-","1.13.11.24","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06911"
"comp266807_c0_seq1.1.365.minus.Z2_2",4.92826840339493,-1.18115531081263,0.701299516480284,1.3830758625938,1.33567551559193,1.00716590656782,0.955090568223572,0.028873153051525,"Blue_vs_White","N","N",0,0,"Cluster 1","comp266807_c0_seq1.1.365.minus.Z2_2_1","aoz:HUE56_05865","K01034","acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]","map00310,map00627,map00650,map01100,map01120,map02020","2.8.3.8,2.8.3.9","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01034"
"comp27058_c0_seq1.817.1653.minus.R_3",1.42554949825368,-1.68407468369664,-0.064401918276773,-0.0672294307987794,-0.264486433409285,1.87423795756421,1.85031051288874,0.957181396260158,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27058_c0_seq1.817.1653.minus.R_3_1","kbe:J4771_04770","K02687","ribosomal protein L11 methyltransferase [EC:2.1.1.-]","-","2.1.1.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02687"
"comp27146_c0_seq1.1571.2431.plus.B_1",2.82023393600605,-2.55013704507374,0.30236850361138,0.258850679584813,0.313523940478003,0.873968440558458,2.40964214796324,0.572074430355468,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27146_c0_seq1.1571.2431.plus.B_1_1","cant:NCTC13489_01696","K18676","glucosamine kinase [EC:2.7.1.8]","map00520,map01100","2.7.1.8","-","http://www.genome.jp/dbget-bin/www_bget?ko:K18676"
"comp27146_c0_seq1.2602.4887.plus.B_1",2.76667872359161,-1.63016580163881,0.369541581735599,0.537123558043448,0.253506125437222,1.63282979537527,1.58004003833403,0.867633341258167,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27146_c0_seq1.2602.4887.plus.B_1_1","kbe:J4771_07045","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","map00620,map00710,map01100,map01120,map01200,map03320","1.1.1.40","M00169,M00172","http://www.genome.jp/dbget-bin/www_bget?ko:K00029"
"comp27146_c1_seq1.26.1492.minus.B_1",3.01497837300438,-1.84443450513613,0.350050905507837,0.594568998797467,0.218704502042749,1.29053682899089,2.02624796841922,0.602466911007756,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27146_c1_seq1.26.1492.minus.B_1_1","kbe:J4771_07020","K01883","cysteinyl-tRNA synthetase [EC:6.1.1.16]","map00970","6.1.1.16","M00360,M00359","http://www.genome.jp/dbget-bin/www_bget?ko:K01883"
"comp27374_c0_seq1.4586.5653.minus.B_1",2.0327095830605,-1.71190316086708,0.0559043081073298,0.312067472914461,0.0226370298184557,1.6227572616337,1.81357673086418,1.01225532669195,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp27374_c0_seq1.4586.5653.minus.B_1_1","kbe:J4771_06635","K12132","eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]","-","2.7.11.1","-","http://www.genome.jp/dbget-bin/www_bget?ko:K12132"
"comp27457_c0_seq1.246.2825.plus.B_1",3.25011599631717,-1.81578272453873,0.351236744339861,0.751394364422731,0.273081536282324,1.19439699459385,1.95415721658985,0.681734287675796,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27457_c0_seq1.246.2825.plus.B_1_1","kbe:J4771_09990","K03555","DNA mismatch repair protein MutS","map03430","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03555"
"comp27539_c0_seq1.1599.3590.plus.B_1",2.73680439659123,-1.85677626860099,0.143016627795328,0.385524212751343,0.239884617930896,1.43549012191515,1.72432813432475,1.17423221822512,"Blue_vs_White","Y","N",1,0,"Cluster 1","comp27539_c0_seq1.1599.3590.plus.B_1_1","kbe:J4771_08495","K02014","iron complex outermembrane recepter protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02014"
"comp27586_c0_seq1.695.2110.plus.B_1",2.85584873642782,-1.95839965164577,0.239143297823439,0.458986056690085,0.318507862042245,1.20487392462016,2.0814154610872,0.740823892578489,"Blue_vs_White","Y","N",1,0,"Cluster 1","comp27586_c0_seq1.695.2110.plus.B_1_1","kbe:J4771_10715","K03286","OmpA-OmpF porin, OOP family","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03286"
"comp27647_c1_seq1.1569.4304.minus.B_1",2.79016130076434,-1.6892549676873,0.268649487457407,0.505222995361143,0.33892020088619,1.50936905565894,1.59734754655219,0.978321281044347,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp27647_c1_seq1.1569.4304.minus.B_1_1","kbe:J4771_02025","K17686","P-type Cu+ transporter [EC:7.2.2.8]","map01524,map04016,map04978","7.2.2.8","-","http://www.genome.jp/dbget-bin/www_bget?ko:K17686"
"comp27671_c0_seq1.2239.4254.minus.B_1",2.91691097172,-1.94852341551699,0.304353738574163,0.525901235066444,0.207333276210134,1.18546098845642,2.07399301948518,0.765587123084408,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp27671_c0_seq1.2239.4254.minus.B_1_1","kbe:J4771_09265","K05515","penicillin-binding protein 2 [EC:3.4.16.4]","map00550,map01100,map01501","3.4.16.4","-","http://www.genome.jp/dbget-bin/www_bget?ko:K05515"
"comp27688_c0_seq1.375.4202.plus.B_1",2.63640604508465,-1.74285792174047,0.16826643269407,0.464646813199455,0.19694989497363,1.50251701838741,1.85762690338307,0.856161446751219,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27688_c0_seq1.375.4202.plus.B_1_1","kbe:J4771_06865","K03043","DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]","map03020","2.7.7.6","M00183","http://www.genome.jp/dbget-bin/www_bget?ko:K03043"
"comp27688_c0_seq1.4400.8668.plus.B_1",2.65016815996457,-2.05474864042605,0.221933287346804,0.401127849960255,0.188330279650682,1.1968715576175,1.96073590178932,1.09483020946262,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27688_c0_seq1.4400.8668.plus.B_1_1","kbe:J4771_06860","K03046","DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]","map03020","2.7.7.6","M00183","http://www.genome.jp/dbget-bin/www_bget?ko:K03046"
"comp27690_c0_seq1.3652.5334.plus.B_1",2.24582714594544,-2.31966375669555,0.0220861882117918,0.246313360595331,0.0417837263399428,1.16503760311013,2.0788904114642,1.19963184570079,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27690_c0_seq1.3652.5334.plus.B_1_1","kbe:J4771_05415","K00681","gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]","map00430,map00460,map00480,map01100","2.3.2.2,3.4.19.13","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00681"
"comp27708_c0_seq1.4956.7574.minus.B_1",2.51560090542492,-1.73408638127542,0.107665729951644,0.466641161857875,0.10376528501898,1.56616313856579,1.89128988168856,0.80557637669628,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27708_c0_seq1.4956.7574.minus.B_1_1","kbe:J4771_11070","K01873","valyl-tRNA synthetase [EC:6.1.1.9]","map00970","6.1.1.9","M00360,M00359","http://www.genome.jp/dbget-bin/www_bget?ko:K01873"
"comp27796_c1_seq1.31.1128.minus.B_1",1.74616818049088,-1.64720274726867,0.016521007934772,0.155460020421562,-0.076969758583224,1.86544220152884,1.72460861507461,0.956229695782207,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27796_c1_seq1.31.1128.minus.B_1_1","kbe:J4771_00590","K06178","23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]","-","5.4.99.22","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06178"
"comp27822_c0_seq1.200.2992.plus.B_3",5.11939523699852,-1.37257309944511,1.34360416662629,1.06861798573003,1.37643833747957,0.810960950561893,-0.0583845267989154,0.829506176691989,"Blue_vs_White","N","N",0,0,"Cluster 1","comp27822_c0_seq1.200.2992.plus.B_3_1","pde:Pden_4567","K01682","aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","map00020,map00630,map00640,map00720,map01100,map01110,map01120,map01200,map01210,map01230","4.2.1.3,4.2.1.99","M00173,M00009,M00010,M00012","http://www.genome.jp/dbget-bin/www_bget?ko:K01682"
"comp27854_c0_seq1.2283.3272.plus.B_1",1.7696241203589,-1.98054327622933,0.0260937921549281,0.159954988759004,0.0562254161792514,1.64281482043611,2.03504012428857,0.727588165344636,"Blue_vs_White","Y","Y",1,1,"Cluster 1","comp27854_c0_seq1.2283.3272.plus.B_1_1","csal:NBC122_00432","K00405","cytochrome c oxidase cbb3-type subunit II","map00190,map01100,map02020","-","M00156","http://www.genome.jp/dbget-bin/www_bget?ko:K00405"
"comp27900_c0_seq1.4590.5954.plus.B_1",2.8942878853136,-1.84613544384049,0.457141399999156,0.339820767241122,0.31301864779096,1.27828765304367,1.98309503594737,0.696593302339611,"Blue_vs_White","Y","N",1,0,"Cluster 1","comp27900_c0_seq1.4590.5954.plus.B_1_1","kbe:J4771_01715","K01302","carboxypeptidase Q [EC:3.4.17.-]","-","3.4.17.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01302"
"comp28202_c0_seq1.3038.4933.minus.B_1",2.18675480357353,-2.12926506247323,0.0696900569472517,0.146853284945399,0.148962136606639,1.45527474105915,2.06898514581861,0.854459445638089,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp28202_c0_seq1.3038.4933.minus.B_1_1","kbe:J4771_03445","K00341","NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]","map00190,map01100","7.1.1.2","M00144","http://www.genome.jp/dbget-bin/www_bget?ko:K00341"
"comp28436_c0_seq1.547.2487.minus.B_1",5.19323304895588,-1.02008122217213,1.10591743937944,1.60084755654984,0.993231975024779,0.711518314138116,0.811509107292711,0.236305452235916,"Blue_vs_White","N","N",0,0,"Cluster 1","comp28436_c0_seq1.547.2487.minus.B_1_1","kbe:J4771_08780","K03531","cell division protein FtsZ","map04112","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03531"
"comp28545_c0_seq1.34.2424.minus.B_1",2.86845833891022,-1.87663770856528,0.262502789136387,0.540543965156732,0.277777748350118,1.23516235212075,1.88806302570347,0.983194746963728,"Blue_vs_White","N","N",0,0,"Cluster 1","comp28545_c0_seq1.34.2424.minus.B_1_1","kbe:J4771_05840","K00128","aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00770,map00903,map00981,map01100,map01110,map01120,map01240,map04936","1.2.1.3","M00135","http://www.genome.jp/dbget-bin/www_bget?ko:K00128"
"comp28679_c0_seq1.2800.4542.minus.Y_2",2.11843150734446,-1.76121392248784,0.0956088498827115,0.302083794082105,0.0279980932165953,1.522652000905,1.87663822840464,1.03916359900561,"Blue_vs_White","N","N",0,0,"Cluster 1","comp28679_c0_seq1.2800.4542.minus.Y_2_1","kbe:J4771_08190","K01810","glucose-6-phosphate isomerase [EC:5.3.1.9]","map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01200,map01250","5.3.1.9","M00001,M00004,M00114","http://www.genome.jp/dbget-bin/www_bget?ko:K01810"
"comp28693_c0_seq1.4287.5492.plus.B_1",2.63134875880998,-1.86093629400757,0.143025692337869,0.492666634840896,0.157743875015848,1.37857507620373,2.02920285447143,0.756290312578761,"Blue_vs_White","N","N",0,0,"Cluster 1","comp28693_c0_seq1.4287.5492.plus.B_1_1","kbe:J4771_04410","K03500","16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]","-","2.1.1.176","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03500"
"comp28707_c0_seq1.1408.2955.minus.B_1",3.47085864416139,-2.24773681413756,0.556630426190697,0.828694214999032,0.30283049192693,0.301612901623959,1.62513356095362,-0.382402273022954,"Blue_vs_White","N","Y",0,1,"Cluster 1","comp28707_c0_seq1.1408.2955.minus.B_1_1","cant:NCTC13489_01983","K07636","two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]","map02020","2.7.13.3","M00434","http://www.genome.jp/dbget-bin/www_bget?ko:K07636"
