"id","tSNE1","tSNE2","z1_3","z1_1","z1_2","z10_3","z10_1","z10_2","Cluster","ko_name","ko","ko_des","level3_pathway_id","level3_pathway_name","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name"
"z1_1_k97_124945_37",-30.0809311734349,-11.1842793424555,0.535273073723517,0.429203472900068,0.529594804562417,0.802297179672977,1.097550343617,0.424742028845808,"Cluster 1","cke:B5M06_11230","K02967","small subunit ribosomal protein S2","ko03010","Ribosome","-","-","-","-","Genetic Information Processing","Translation"
"z1_1_k97_124945_41",-38.5271929037285,11.2255138234789,0.622494232738804,0.561353986997408,0.500062703330423,0.817461223436431,1.11404544694718,0.393604554969557,"Cluster 1","rta:Rta_17470","K00806","undecaprenyl diphosphate synthase [EC:2.5.1.31]","ko00900;ko00550;ko01110","Terpenoid backbone biosynthesis;Peptidoglycan biosynthesis;Biosynthesis of secondary metabolites","2.5.1.31","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); (2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units)","-","-","Metabolism;Metabolism;Metabolism","Metabolism of terpenoids and polyketides;Glycan biosynthesis and metabolism;Global and overview maps"
"z1_1_k97_130074_30",-25.4724891366192,9.80192406538451,0.636445894435203,0.453172400382142,0.371357079441675,0.809169412436959,1.08167190298181,0.302127161921029,"Cluster 1","cke:B5M06_07805","K02066","phospholipid/cholesterol/gamma-HCH transport system permease protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_133468_20",-16.0095604495696,14.5249517463412,0.640414048816928,0.308817064019377,0.227539025305554,0.859963108869668,0.942139975072173,0.229166531537254,"Cluster 1","dla:I6G47_23030","K07334","toxin HigB-1","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_26",-10.8662746162341,-13.9062566130529,0.573372289229623,0.368987325358692,0.414037899535118,0.744158787307184,0.990361670013214,0.316886943148451,"Cluster 1","cke:B5M06_10315","K07287","outer membrane protein assembly factor BamC","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_30",19.2384966353957,9.48849720926284,0.459967278841432,0.279944375976972,0.27337791625148,0.67016811575673,0.919120722879995,0.243747279913542,"Cluster 1","dpy:BA022_17170","K02035","peptide/nickel transport system substrate-binding protein","ko02024","Quorum sensing","-","-","-","-","Cellular Processes","Cellular community - prokaryotes"
"z1_1_k97_133468_32",43.7980345677876,-15.8579206324545,0.328293531608599,0.131054802979424,0.17085987258659,0.389577592713343,0.700320378037957,0.181775877014067,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_9",-23.393535772568,-11.8893795465802,0.508202398056628,0.43014650144208,0.381820038503925,0.752373961262137,1.04238089231165,0.355406334483045,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_13",40.6886101945688,-15.7682043696154,0.18534273731424,0.175976285509765,0.194840769498024,0.463370365843231,0.65172092645556,0.128746270615937,"Cluster 1","aav:Aave_3347","K11904","type VI secretion system secreted protein VgrG","ko03070","Bacterial secretion system","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_133602_25",43.7146237952149,-14.1933781437419,0.289539756765545,0.19703726605605,0.214321155490393,0.420914354404021,0.702007384411253,0.200438241254358,"Cluster 1","bpt:Bpet4102","K11891","type VI secretion system protein ImpL","ko03070;ko02025","Bacterial secretion system;Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Environmental Information Processing;Cellular Processes","Membrane transport;Cellular community - prokaryotes"
"z1_1_k97_133602_33",-31.3341779730817,-10.6528582783751,0.522659825845469,0.372558066490706,0.536500190937667,0.784140850737141,1.02003615052377,0.453873985366195,"Cluster 1","pkh:JLK41_23075","K11903","type VI secretion system secreted protein Hcp","ko03070;ko02025","Bacterial secretion system;Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Environmental Information Processing;Cellular Processes","Membrane transport;Cellular community - prokaryotes"
"z1_1_k97_133602_40",7.30238158427335,-15.2639272403567,0.453762238553205,0.402024074853946,0.342261563614993,0.710335432091814,0.990278218737712,0.296114038371507,"Cluster 1","cke:B5M06_11815","K00768","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]","ko01100;ko00860;ko01240","Metabolic pathways;Porphyrin and chlorophyll metabolism;Biosynthesis of cofactors","2.4.2.21","Transferases; Glycosyltransferases; Pentosyltransferases; nicotinate-nucleotide:5,6-dimethylbenzimidazole phospho-D-ribosyltransferase","M00122","Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin","Metabolism;Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps"
"z1_1_k97_133602_5",45.5382432702925,-13.7353641699592,0.346908735521623,0.169859672566946,0.224893387348794,0.436620015218275,0.658288119667011,0.212344035743781,"Cluster 1","adk:Alide2_1366","K19341","Cu-processing system permease protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_133602_53",7.32915909139117,-18.4192361679662,0.380963508603047,0.525747941475728,0.320832885475742,0.681081290201885,1.08836536791597,0.264043904627676,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_7",-26.4938040948618,-18.3402368118301,0.537218960593603,0.435423482629869,0.333637511244137,0.801468728090515,1.03010872992793,0.428338415004256,"Cluster 1","cke:B5M06_12935","K01265","methionyl aminopeptidase [EC:3.4.11.18]","-","-","3.4.11.18","Hydrolases; Acting on peptide bonds (peptidases); Aminopeptidases; methionyl aminopeptidase","-","-","-","-"
"z1_1_k97_146971_21",-9.47916684665002,-17.0390524381924,0.510102017104892,0.367719556358885,0.425753155199824,0.69672218069802,0.945689292202055,0.334982592331367,"Cluster 1","cke:B5M06_13020","K01042","L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]","ko00450;ko00970;ko01100","Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways","2.9.1.1","Transferases; Transferring selenium-containing groups; Selenotransferases; selenophosphate:L-seryl-tRNASec selenium transferase","-","-","Metabolism;Genetic Information Processing;Metabolism","Metabolism of other amino acids;Translation;Global and overview maps"
"z1_1_k97_148410_15",-38.6200081158729,11.1378305828075,0.618409195212624,0.533379089499161,0.459624176189507,0.801443598854012,1.07972123081382,0.392803464721702,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_14949_17",-13.6973246305844,-26.385798513697,0.426011244309796,0.301847370357902,0.349375273726236,0.77026994576284,1.02740354681731,0.324458342285338,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151038_4",-19.3943651492117,10.2012427584737,0.573710242429771,0.38299440637522,0.461012593443618,0.781622770406665,1.03447820577017,0.21256874633063,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_29",-44.3961222380549,14.7239198647303,0.665823677023388,0.448554457823959,0.600219219113566,0.849013539649441,1.1445541414957,0.472301401591453,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_30",-13.0648796564685,-14.2633534883515,0.548889833296105,0.409794725596696,0.492346492573247,0.771167404966568,0.996160459304478,0.299362747849932,"Cluster 1","cke:B5M06_02315","K03814","monofunctional glycosyltransferase [EC:2.4.1.129]","ko00550","Peptidoglycan biosynthesis","2.4.1.129","Transferases; Glycosyltransferases; Hexosyltransferases; [poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol disaccharidetransferase","-","-","Metabolism","Glycan biosynthesis and metabolism"
"z1_1_k97_151440_37",-4.00748062529792,-10.8387864124736,0.634578147067532,0.291375660117909,0.354098722180079,0.682713835776185,0.98392650554407,0.3098921159425,"Cluster 1","cke:B5M06_02275","K01626","3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","ko00400;ko01230;ko01100;ko01110;ko02024","Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing","2.5.1.54","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)","M00022","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate","Metabolism;Metabolism;Metabolism;Metabolism;Cellular Processes","Amino acid metabolism;Global and overview maps;Global and overview maps;Global and overview maps;Cellular community - prokaryotes"
"z1_1_k97_151440_39",7.54455080786021,-15.5235064387848,0.415817305015312,0.426274533040646,0.332139079170895,0.710958965717584,0.990386591163389,0.284041819948018,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_47",37.3977475559813,13.6411616851527,0.458290260785538,0.246100291002346,0.258971447400314,0.552258737078223,0.836851496716139,0.206803357953565,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_51",19.5539514176051,-10.7368229667039,0.38135110121202,0.385375245418519,0.263115148690126,0.595098676680771,1.00662405488817,0.251501052240937,"Cluster 1","dpy:BA022_04345","K00425","cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]","ko02020;ko00190","Two-component system;Oxidative phosphorylation","7.1.1.7","Translocases; Catalysing the translocation of hydrons; Linked to oxidoreductase reactions; quinol:oxygen oxidoreductase (electrogenic, non H+-transporting)","M00153","Cytochrome bd ubiquinol oxidase","Environmental Information Processing;Metabolism","Signal transduction;Energy metabolism"
"z1_1_k97_157696_66",-8.04756319348349,-12.3071295671057,0.573808897778817,0.344406722481122,0.369958442398676,0.733879293869113,1.0149759219216,0.340518195590583,"Cluster 1","cke:B5M06_05340","K00102","D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]","ko00620;ko01100","Pyruvate metabolism;Metabolic pathways","1.1.2.4","Oxidoreductases; Acting on the CH-OH group of donors; With a cytochrome as acceptor; (R)-lactate:cytochrome-c 2-oxidoreductase","-","-","Metabolism;Metabolism","Carbohydrate metabolism;Global and overview maps"
"z1_1_k97_157696_67",-27.9204264541224,-16.4368104456851,0.58545517343649,0.37126443508724,0.366269793503472,0.797113884298945,1.03691433610956,0.382171541752257,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_21",-28.4032984311091,-16.0474283958436,0.571223817531343,0.395828388431269,0.387424131044097,0.84152813882576,1.04429341107205,0.407033560909687,"Cluster 1","aant:HUK68_12020","K07659","two-component system, OmpR family, phosphate regulon response regulator OmpR","ko02026;ko02020","Biofilm formation - Escherichia coli;Two-component system","-","-","-","-","Cellular Processes;Environmental Information Processing","Cellular community - prokaryotes;Signal transduction"
"z1_1_k97_17045_25",39.5095853552216,13.8683590069568,0.448430755336403,0.294090564790938,0.29817449064031,0.56088841129039,0.845406480247915,0.190573264019271,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_28",-19.0839916428817,-18.6548793850404,0.5176527376138,0.352542627432846,0.40322857118679,0.735957918626281,1.05335794616128,0.403437729175531,"Cluster 1","adk:Alide2_2626","K02046","sulfate/thiosulfate transport system permease protein","ko00920;ko02010","Sulfur metabolism;ABC transporters","-","-","M00616","Sulfate-sulfur assimilation","Metabolism;Environmental Information Processing","Energy metabolism;Membrane transport"
"z1_1_k97_17045_9",30.6982511553514,14.1317844240062,0.395402658095807,0.269571829856879,0.188127004582518,0.600739833083823,0.878441599297687,0.236090732715153,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_174586_3",-11.1587994631768,-16.6418036330613,0.480326925966621,0.375087130286688,0.458722452829943,0.738270087639062,0.964319336868228,0.366419076016912,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_174586_40",43.6404743069258,-14.8040561570914,0.298003935482337,0.193951533542229,0.167852914601051,0.408700114489767,0.70434714669623,0.173848516429883,"Cluster 1","adn:Alide_3251","K02674","type IV pilus assembly protein PilY1","-","-","-","-","-","-","-","-"
"z1_1_k97_174586_58",-20.2373956805427,13.7463978513843,0.616493485326079,0.35432341108914,0.400233273893871,0.829563552681716,1.03668295255971,0.168827001546668,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_174586_59",-35.5279828670386,-7.71999651680487,0.710870651912708,0.372614908540804,0.428357287830251,0.846063955360973,1.02876843479137,0.408067502761735,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_174586_65",19.71916753666,9.48572366452611,0.435147460979121,0.301486838514999,0.314652034431252,0.671514149128067,0.894972921133656,0.237348329781004,"Cluster 1","nok:FAY22_20335","K03406","methyl-accepting chemotaxis protein","ko02020;ko02030","Two-component system;Bacterial chemotaxis","-","-","-","-","Environmental Information Processing;Cellular Processes","Signal transduction;Cell motility"
"z1_1_k97_18318_3",-23.8307031727552,-18.423227981707,0.565836826871524,0.42073238925124,0.30013668186673,0.793992597205456,1.09679102468918,0.35661372058768,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_18318_7",-11.4863928055539,-15.1523330658161,0.532218919651051,0.367241592401811,0.437031287024792,0.752721736841796,0.96748313392666,0.340638704971849,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_183990_25",4.56486398265465,-15.914040764904,0.487863063093956,0.427357375098259,0.275571437475485,0.719439536972862,0.985855974869484,0.320455618428583,"Cluster 1","cke:B5M06_08045","K02653","type IV pilus assembly protein PilC","-","-","-","-","-","-","-","-"
"z1_1_k97_183990_28",-34.3531796630748,-12.3465486048161,0.626663166376222,0.35657232175754,0.488649340205455,0.793413018784816,1.09295621220244,0.440233903683345,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_183990_3",-14.7743561052262,9.37873319894189,0.520802564856143,0.442626025477342,0.487853701685612,0.872491388157571,1.06008849217831,0.305301316488334,"Cluster 1","cke:B5M06_07980","K03599","stringent starvation protein A","-","-","-","-","-","-","-","-"
"z1_1_k97_183990_54",-39.1154495964361,11.3485844321589,0.645904825396723,0.503988800851567,0.483054402041395,0.823331882326171,1.07425063251445,0.424968536139972,"Cluster 1","vam:C4F17_15150","K10001","glutamate/aspartate transport system substrate-binding protein","ko02020;ko02010","Two-component system;ABC transporters","-","-","-","-","Environmental Information Processing;Environmental Information Processing","Signal transduction;Membrane transport"
"z1_1_k97_183990_76",-42.6021449115175,10.7752083579259,0.665998102435166,0.495404244021545,0.487400885280036,0.905428601255443,1.11666453589934,0.358916127310152,"Cluster 1","cke:B5M06_07715","K00891","shikimate kinase [EC:2.7.1.71]","ko01100;ko01110;ko00400;ko01230","Metabolic pathways;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids","2.7.1.71","Transferases; Transferring phosphorus-containing groups; Phosphotransferases with an alcohol group as acceptor; ATP:shikimate 3-phosphotransferase","M00022","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Amino acid metabolism;Global and overview maps"
"z1_1_k97_184131_22",25.9129314701252,11.334251662255,0.407800648564756,0.271205875701335,0.274938361011734,0.588887494603189,0.88935016196733,0.191161600795405,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_184131_25",-30.1737822242246,-19.0715163199757,0.504767847985061,0.417988117419017,0.337169112782659,0.853317701033187,1.07360538757251,0.445719328041862,"Cluster 1","acra:BSY15_3687","K07240","chromate transporter","-","-","-","-","-","-","-","-"
"z1_1_k97_184131_28",-0.79754014687751,-17.08036045346,0.46143150610165,0.382761676778887,0.329614071850374,0.664571280103248,1.01226893041233,0.370755453761414,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_184131_9",-31.7540839278408,-5.81644584903869,0.600557116306409,0.409686444996648,0.43415401440666,0.80117009823878,1.02670974395619,0.362967906691906,"Cluster 1","cke:B5M06_15790","K00254","dihydroorotate dehydrogenase [EC:1.3.5.2]","ko01240;ko01100;ko00240","Biosynthesis of cofactors;Metabolic pathways;Pyrimidine metabolism","1.3.5.2","Oxidoreductases; Acting on the CH-CH group of donors; With a quinone or related compound as acceptor; (S)-dihydroorotate:quinone oxidoreductase","M00051","Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP","Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Nucleotide metabolism"
"z1_1_k97_186064_11",-25.5285754722359,-17.6580331065813,0.563951741710675,0.428565989886958,0.315112947159068,0.802209505732154,1.03236139969596,0.391873246105301,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_186064_2",-13.5659912102935,-13.9693637605274,0.544597330907144,0.372744163386952,0.521483461475322,0.79927631820283,0.972557409172752,0.252858645473549,"Cluster 1","ack:C380_10925","K03646","colicin import membrane protein","-","-","-","-","-","-","-","-"
"z1_1_k97_188338_10",45.9678456127071,-7.67258966044692,0.362941354640998,0.221427265959708,0.173040080399851,0.475975999343584,0.773060175400346,0.158140460803867,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_203607_8",-14.4679606487469,-18.6304089554368,0.466547063603396,0.377660895671929,0.402752441941123,0.792647462719112,0.972094944793342,0.352137937521469,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_210015_11",9.07729867351224,-6.41538151158731,0.496926158074268,0.310211142066763,0.272947662918637,0.698878436720862,0.926323392257663,0.286292308420591,"Cluster 1","dla:I6G47_31770","K01649","2-isopropylmalate synthase [EC:2.3.3.13]","ko01230;ko01210;ko00620;ko01110;ko01100;ko00290","Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Pyruvate metabolism;Biosynthesis of secondary metabolites;Metabolic pathways;Valine, leucine and isoleucine biosynthesis","2.3.3.13","Transferases; Acyltransferases; Acyl groups converted into alkyl groups on transfer; acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)","M00432","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Carbohydrate metabolism;Global and overview maps;Global and overview maps;Amino acid metabolism"
"z1_1_k97_211791_3",-17.6221744450146,-17.9011396713901,0.49055244217635,0.347747727850289,0.424641336578383,0.71520428528384,1.04280187284728,0.336791528738931,"Cluster 1","ajs:Ajs_0486","K19128","CRISPR-associated protein Csy2","-","-","-","-","-","-","-","-"
"z1_1_k97_212553_8",-28.0910904773085,-15.1215276269297,0.558870234274366,0.443569090033902,0.388615530524026,0.808946141969724,1.06867567153548,0.384196433034301,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_214482_10",19.6162627006347,-11.0776133462013,0.383609007701212,0.427180343371872,0.265431461853968,0.646802866625515,0.953789488819653,0.248911203858782,"Cluster 1","adn:Alide_0630","K09699","2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]","ko00640;ko00280;ko01100;ko01110","Propanoate metabolism;Valine, leucine and isoleucine degradation;Metabolic pathways;Biosynthesis of secondary metabolites","2.3.1.168","Transferases; Acyltransferases; Transferring groups other than aminoacyl groups; 2-methylpropanoyl-CoA:enzyme-N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase","M00036","Leucine degradation, leucine => acetoacetate + acetyl-CoA","Metabolism;Metabolism;Metabolism;Metabolism","Carbohydrate metabolism;Amino acid metabolism;Global and overview maps;Global and overview maps"
"z1_1_k97_220337_30",-1.5092840408989,-15.1761056313956,0.533608177232439,0.377829720113454,0.285212710874482,0.684488616502155,0.999066995134747,0.343778346141479,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_220337_6",-23.6738546743898,-13.1129813234452,0.51696641592504,0.487407692602346,0.382411144889179,0.814732154618502,1.01578921773447,0.340587396085974,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_220337_74",-34.0316566378131,-6.59945329668756,0.627741007709186,0.338580389708436,0.420792924494444,0.771105284565779,1.08529866595273,0.373534367493234,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_220337_85",38.7618553487396,2.27180593326294,0.310581319372913,0.216671492569726,0.231411269482481,0.601544295632948,0.835490431777285,0.197755503903427,"Cluster 1","mbur:EQU24_04280","K23424","protein O-mannosyl-transferase [EC:2.4.1.-]","-","-","-","-","-","-","-","-"
"z1_1_k97_223816_12",3.10283577299545,-18.581911405139,0.467481591750673,0.435146195705616,0.306121270151925,0.687110385232068,0.931611350595309,0.379548717294865,"Cluster 1","cke:B5M06_00495","K02073","D-methionine transport system substrate-binding protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_223816_22",38.7620680447379,-17.1025116679676,0.242871422354926,0.257690144464039,0.215316558567875,0.530968135304547,0.644377425369769,0.174525901659405,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_223816_24",-3.70031095963775,-16.0132483157129,0.522469631296151,0.375857916264129,0.335730244496277,0.720219801211297,1.02520749150437,0.343708568759907,"Cluster 1","cke:B5M06_12495","K02527","3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]","ko01100;ko00540","Metabolic pathways;Lipopolysaccharide biosynthesis","2.4.99.13;2.4.99.12;2.4.99.14;2.4.99.15","-","M00060;M00866","-","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism"
"z1_1_k97_223816_35",-40.5202013060068,-7.49225476529535,0.64019146810103,0.387649096781449,0.348092679012218,0.840487910906908,1.05464952035824,0.430221311693054,"Cluster 1","pna:Pnap_1117","K00500","phenylalanine-4-hydroxylase [EC:1.14.16.1]","ko01100;ko00360;ko00790;ko00400;ko01230","Metabolic pathways;Phenylalanine metabolism;Folate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids","1.14.16.1","Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen; With reduced pteridine as one donor, and incorporation of one atom of oxygen into the other donor; L-phenylalanine,tetrahydropteridine:oxygen oxidoreductase (4-hydroxylating)","-","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Amino acid metabolism;Metabolism of cofactors and vitamins;Amino acid metabolism;Global and overview maps"
