"id","tSNE1","tSNE2","z1_3","z1_1","z1_2","z10_3","z10_1","z10_2","Cluster","ko_name","ko","ko_des","level3_pathway_id","level3_pathway_name","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name"
"z1_1_k97_115912_48",0.171711222464805,-10.1031035580942,0.526060961735788,0.268385799692464,0.329400235732766,0.64610488166418,1.00840534733484,0.354470515327906,"Cluster 4","cke:B5M06_05065","K02433","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]","ko00970;ko01100","Aminoacyl-tRNA biosynthesis;Metabolic pathways","6.3.5.6;6.3.5.7","-","-","-","Genetic Information Processing;Metabolism","Translation;Global and overview maps"
"z1_1_k97_115912_56",-49.3603113958568,5.68008941395571,0.615166429939169,0.382633034632625,0.535456367094132,0.943499899096288,1.13486654493008,0.393083450133793,"Cluster 4","melm:C7H73_02465","K01069","hydroxyacylglutathione hydrolase [EC:3.1.2.6]","ko00620;ko01100","Pyruvate metabolism;Metabolic pathways","3.1.2.6","Hydrolases; Acting on ester bonds; Thioester hydrolases; S-(2-hydroxyacyl)glutathione hydrolase","-","-","Metabolism;Metabolism","Carbohydrate metabolism;Global and overview maps"
"z1_1_k97_115912_57",-40.2426159359816,5.04055470689949,0.608101601943007,0.465738823872752,0.357481746150748,0.892873036899055,1.19836912133227,0.359718820294825,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_115912_6",4.96285878871552,-4.8138510486845,0.523567278695705,0.370145145009172,0.328696984639598,0.711946203384307,0.961719381390496,0.299362747849932,"Cluster 4","aant:HUK68_00005","K02313","chromosomal replication initiator protein","ko02020;ko04112","Two-component system;Cell cycle - Caulobacter","-","-","-","-","Environmental Information Processing;Cellular Processes","Signal transduction;Cell growth and death"
"z1_1_k97_11655_5",0.60869947295416,-0.660551478916113,0.543325327170435,0.3215318822155,0.304938221935712,0.690763985367054,1.00160968408442,0.257467043304393,"Cluster 4","adk:Alide2_1094","K01867","tryptophanyl-tRNA synthetase [EC:6.1.1.2]","ko00970","Aminoacyl-tRNA biosynthesis","6.1.1.2","Ligases; Forming carbon-oxygen bonds; Ligases forming aminoacyl-tRNA and related compounds; L-tryptophan:tRNATrp ligase (AMP-forming)","-","-","Genetic Information Processing","Translation"
"z1_1_k97_11655_8",23.6582852092655,7.58823196171471,0.434049638485679,0.28522610701422,0.297494005761477,0.597225770360535,0.907243727682211,0.224048732725247,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_15",-31.1910460000808,-3.48409243131841,0.61386454566108,0.441472784982375,0.383770294283199,0.750653537112753,1.0329852596027,0.410309674679259,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_18",47.6373741174555,-0.335902915613631,0.366126003025925,0.174969426884175,0.215133310786449,0.553786972040222,0.788837772965512,0.238567954531454,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_27",-2.7510975654969,7.93190977281219,0.502596639012349,0.301054680260803,0.371103666435378,0.771875258236921,1.05607143269961,0.261942581216229,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_35",13.914191279258,5.56518008158562,0.48170681804248,0.334361145472515,0.344586608421708,0.663483347580962,0.92812611665294,0.188761753515527,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_54",42.8030101606328,3.51062558648459,0.411484123650815,0.247617084499317,0.214953013046398,0.538401731199382,0.808900657195381,0.204993398576157,"Cluster 4","cke:B5M06_11315","K01955","carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]","ko00240;ko00250;ko01240;ko01100","Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Biosynthesis of cofactors;Metabolic pathways","6.3.5.5","Ligases; Forming carbon-nitrogen bonds; Carbon-nitrogen ligases with glutamine as amido-N-donor; hydrogencarbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)","M00051","Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP","Metabolism;Metabolism;Metabolism;Metabolism","Nucleotide metabolism;Amino acid metabolism;Global and overview maps;Global and overview maps"
"z1_1_k97_124945_7",-10.6210465890581,-2.51533553142273,0.504907431779547,0.423186252356253,0.340598935632558,0.76285891510063,1.00153243591292,0.269307176954876,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_124945_8",-19.1377791695555,-0.73238136999318,0.607361907895314,0.423235644296608,0.337954874198178,0.734934342068856,1.0596424496551,0.267668010004877,"Cluster 4","cke:B5M06_16705","K01011","thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]","ko00270;ko01100;ko01120;ko00920;ko04122","Cysteine and methionine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Sulfur metabolism;Sulfur relay system","2.8.1.1;2.8.1.2","-","-","-","Metabolism;Metabolism;Metabolism;Metabolism;Genetic Information Processing","Amino acid metabolism;Global and overview maps;Global and overview maps;Energy metabolism;Folding, sorting and degradation"
"z1_1_k97_128613_10",41.2464783160224,-8.84270400228056,0.379418381931637,0.220316263244195,0.271277890296689,0.46630283363677,0.747852290312056,0.184497459408709,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_128613_6",1.3384068829233,-0.371648632336936,0.571745231146838,0.293779787253065,0.341593634974286,0.637488534000226,1.04315092917131,0.261500008544398,"Cluster 4","dpy:BA022_06875","K08359","tetrathionate reductase subunit C","ko02020;ko00920;ko01120;ko01100","Two-component system;Sulfur metabolism;Microbial metabolism in diverse environments;Metabolic pathways","-","-","-","-","Environmental Information Processing;Metabolism;Metabolism;Metabolism","Signal transduction;Energy metabolism;Global and overview maps;Global and overview maps"
"z1_1_k97_128613_7",-13.6180429332761,7.81408256237774,0.589550613856963,0.384896559755525,0.383821878554224,0.793460079613239,1.03926019550807,0.32746428390145,"Cluster 4","ajs:Ajs_2422","K08358","tetrathionate reductase subunit B","ko01100;ko01120;ko00920;ko02020","Metabolic pathways;Microbial metabolism in diverse environments;Sulfur metabolism;Two-component system","-","-","-","-","Metabolism;Metabolism;Metabolism;Environmental Information Processing","Global and overview maps;Global and overview maps;Energy metabolism;Signal transduction"
"z1_1_k97_130074_11",6.08380719771558,2.61019864857006,0.495567720275386,0.330157465610658,0.327920683688973,0.716860421886831,0.981013542948303,0.243840662278807,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_130074_22",16.7677051776916,-3.25446143330248,0.47413998754325,0.235387412884304,0.300378467413874,0.627022263222071,0.933725701190008,0.351280362398272,"Cluster 4","dts:BI380_26460","K01337","lysyl endopeptidase [EC:3.4.21.50]","-","-","3.4.21.50","Hydrolases; Acting on peptide bonds (peptidases); Serine endopeptidases; lysyl endopeptidase","-","-","-","-"
"z1_1_k97_130074_36",-51.348551118843,6.06294564111482,0.588746512351269,0.304266774663676,0.551280591552733,0.810123375961305,1.16930696806039,0.388458898485076,"Cluster 4","dih:G7047_17430","K01992","ABC-2 type transport system permease protein","-","-","-","-","-","-","-","-"
"z1_1_k97_130074_46",-40.8066941889026,5.80442934545864,0.659737112468329,0.495380843189134,0.389159847850994,0.828272461125801,1.20232286048967,0.37397062044973,"Cluster 4","dts:BI380_26620","K02233","adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]","ko01240;ko00860;ko01100","Biosynthesis of cofactors;Porphyrin and chlorophyll metabolism;Metabolic pathways","2.7.8.26","Transferases; Transferring phosphorus-containing groups; Transferases for other substituted phosphate groups; adenosylcobinamide-GDP:alpha-ribazole ribazoletransferase","M00122","Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin","Metabolism;Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps"
"z1_1_k97_130074_52",-46.1456635135335,4.04018150593988,0.664407386609183,0.426813670461959,0.406886955361164,0.911816277652804,1.11270563091948,0.383136391251901,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_130074_57",-36.2475396858974,-1.16122291963808,0.607743052152229,0.428175742016701,0.403459277247913,0.811356178054219,1.10572917099664,0.41064040214729,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_130074_6",36.2920018133283,11.6189809695943,0.470643197377288,0.300796413802977,0.261094937606568,0.55199546670172,0.807461841320564,0.264128680441834,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_17",45.7047342440695,0.152694390415042,0.37036896633395,0.177574559484245,0.181043112549337,0.508792858456504,0.79396685092951,0.199919128386816,"Cluster 4","sniv:SFSGTM_00080","K01156","type III restriction enzyme [EC:3.1.21.5]","-","-","3.1.21.5","Hydrolases; Acting on ester bonds; Endodeoxyribonucleases producing 5'-phosphomonoesters; type III site-specific deoxyribonuclease","-","-","-","-"
"z1_1_k97_133468_25",-21.0865478270988,3.14171932421873,0.61353933675554,0.399730379891936,0.270909689735754,0.769971220647434,1.11602706315811,0.282772195608126,"Cluster 4","cke:B5M06_10320","K01714","4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","ko01110;ko01120;ko00261;ko01100;ko01230;ko00300","Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Monobactam biosynthesis;Metabolic pathways;Biosynthesis of amino acids;Lysine biosynthesis","4.3.3.7","Lyases; Carbon-nitrogen lyases; Amine-lyases; L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate-forming]","M00016;M00526;M00525;M00527","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Biosynthesis of other secondary metabolites;Global and overview maps;Global and overview maps;Amino acid metabolism"
"z1_1_k97_133468_28",-14.1003354249392,-4.91727943346324,0.564355899922667,0.407267874791354,0.275404435415644,0.752217643812522,1.00004202503451,0.324689841920654,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_29",36.5527815457156,8.83116805809288,0.396242065269692,0.298148784469953,0.254539852503821,0.574383980851945,0.851967951062483,0.244809929532438,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133468_3",36.5160906067322,6.50185420283677,0.372984136421166,0.279506035052974,0.274460469697462,0.613298762529702,0.79742448443499,0.230836473491162,"Cluster 4","cke:B5M06_12360","K00031","isocitrate dehydrogenase [EC:1.1.1.42]","ko01120;ko05230;ko01110;ko00720;ko00020;ko04146;ko01200;ko01230;ko01210;ko00480;ko01100","Microbial metabolism in diverse environments;Central carbon metabolism in cancer;Biosynthesis of secondary metabolites;Carbon fixation pathways in prokaryotes;Citrate cycle (TCA cycle);Peroxisome;Carbon metabolism;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Glutathione metabolism;Metabolic pathways","1.1.1.42","Oxidoreductases; Acting on the CH-OH group of donors; With NAD+ or NADP+ as acceptor; isocitrate:NADP+ oxidoreductase (decarboxylating)","M00009;M00173;M00010;M00740","-","Metabolism;Human Diseases;Metabolism;Metabolism;Metabolism;Cellular Processes;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Cancer: overview;Global and overview maps;Energy metabolism;Carbohydrate metabolism;Transport and catabolism;Global and overview maps;Global and overview maps;Global and overview maps;Metabolism of other amino acids;Global and overview maps"
"z1_1_k97_133468_7",-12.1683989789831,8.49004256047394,0.520030756579114,0.372917569264727,0.389271828577733,0.827138539748132,1.03861191079271,0.297118435849804,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_15",-3.71239926148914,-25.1017741402098,0.478425231254753,0.32702220521813,0.389031954049605,0.815533644742009,0.872294810759083,0.32660533733696,"Cluster 4","ais:BUW96_25115","K11898","type VI secretion system protein ImpE","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_16",-2.69783085921519,-4.8948063666143,0.486507109412151,0.363414618902858,0.319227343841827,0.744542997313903,1.03020472268675,0.329632493663222,"Cluster 4","pkh:JLK41_23015","K11890","type VI secretion system protein ImpM","ko02025","Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Cellular Processes","Cellular community - prokaryotes"
"z1_1_k97_133602_2",35.7127428989086,8.32527401744288,0.393299902652784,0.2704155617958,0.246588229717747,0.58234088253253,0.809974814367313,0.254473906957269,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_20",36.4632582656815,13.3735940862822,0.434281959991274,0.23378965725122,0.237858631214715,0.54293023097461,0.835326333308814,0.230836473491162,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_133602_21",43.5473907130146,-5.1894230311849,0.323927963000046,0.247147485182173,0.212324799538434,0.509118973516157,0.719127325322812,0.235821870737291,"Cluster 4","sthm:IS481_07760","K11907","type VI secretion system protein VasG","ko02025;ko03070","Biofilm formation - Pseudomonas aeruginosa;Bacterial secretion system","-","-","-","-","Cellular Processes;Environmental Information Processing","Cellular community - prokaryotes;Membrane transport"
"z1_1_k97_133602_28",25.6735065051351,1.75161730620641,0.417178700215521,0.329233700681198,0.347540789831464,0.631882689688093,0.837866223233264,0.348922474395761,"Cluster 4","dla:I6G47_05025","K11893","type VI secretion system protein ImpJ","ko02025","Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Cellular Processes","Cellular community - prokaryotes"
"z1_1_k97_133602_29",-9.39196624690597,4.80239287035425,0.620441268280919,0.211926394719127,0.400709318007381,0.747462609134193,1.00192438933339,0.316172661720261,"Cluster 4","bpt:Bpet4105","K11906","type VI secretion system protein VasD","ko03070","Bacterial secretion system","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_133602_30",33.2252648689977,6.87182402373085,0.347259005194389,0.303073273441922,0.304755606475607,0.542295584675879,0.855873137450885,0.270059121244942,"Cluster 4","aav:Aave_1477","K11900","type VI secretion system protein ImpC","ko02025","Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Cellular Processes","Cellular community - prokaryotes"
"z1_1_k97_133602_32",5.30342858816019,7.1704589803728,0.405302635979771,0.35086898696164,0.213766018530871,0.741742147335839,0.962628595348957,0.213900454908904,"Cluster 4","bcon:NL30_04715","K11902","type VI secretion system protein ImpA","ko02025","Biofilm formation - Pseudomonas aeruginosa","-","-","-","-","Cellular Processes","Cellular community - prokaryotes"
"z1_1_k97_133602_39",-22.5455634606958,12.4386091644409,0.660967843182308,0.394850545239836,0.470620647029571,0.760833923182689,1.08861224083018,0.228066900977058,"Cluster 4","cke:B5M06_16140","K10773","endonuclease III [EC:4.2.99.18]","ko03410","Base excision repair","4.2.99.18","Lyases; Carbon-oxygen lyases; Other carbon-oxygen lyases; DNA-(apurinic or apyrimidinic site) 5'-phosphomonoester-lyase","-","-","Genetic Information Processing","Replication and repair"
"z1_1_k97_146971_15",2.84835349210294,7.38747567449604,0.442912968327535,0.375830508230392,0.33885834936891,0.707195889834274,1.02769473023597,0.227288035850484,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_146971_22",-18.8750968109918,9.12689465841946,0.571994470440524,0.425984009506284,0.424737915911203,0.797971870337857,1.05094553354532,0.256958939914243,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_146971_25",34.0436991006157,2.81858910313111,0.409906960440881,0.231017908554396,0.31506791807954,0.532753609233502,0.80844868422058,0.208237220431855,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_146971_5",-24.278951531805,4.83787899444746,0.632955589940504,0.411480966612337,0.338064312023057,0.78753061010593,1.18298068644613,0.242788079001676,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_148410_6",-2.39945595907191,8.95082933364995,0.514085243688549,0.342547531421359,0.422548973542672,0.771500229704373,1.03360838781913,0.275499024587086,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_148410_8",36.6848645427767,12.1737629013626,0.433750088513328,0.260141196643945,0.268739302671305,0.549141103374142,0.79920687468757,0.242079442908075,"Cluster 4","dpy:BA022_03230","K06959","protein Tex","-","-","-","-","-","-","-","-"
"z1_1_k97_148957_4",-42.6320796277017,-1.15370326013675,0.737255672236367,0.42534635908405,0.345499358192473,0.824320866018212,1.08813249769076,0.359489092626284,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_14949_10",3.94451058502833,5.16917529780877,0.446508256016169,0.321271597945708,0.301252258684825,0.810060304513623,1.00724693745563,0.187180633555408,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_14949_24",43.8306468610245,-9.61584339194838,0.345437179190888,0.224134033862722,0.208346879857106,0.469420700626336,0.731235859903713,0.183420800988556,"Cluster 4","adn:Alide_0633","K01879","glycyl-tRNA synthetase beta chain [EC:6.1.1.14]","ko00970","Aminoacyl-tRNA biosynthesis","6.1.1.14","Ligases; Forming carbon-oxygen bonds; Ligases forming aminoacyl-tRNA and related compounds; glycine:tRNAGly ligase (AMP-forming)","-","-","Genetic Information Processing","Translation"
"z1_1_k97_14949_6",4.11634701181436,2.70244550778246,0.458641702522373,0.31383027657079,0.304832469395316,0.73586013410821,1.00161441679754,0.280588750974698,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151038_10",-25.17639908675,-9.99762990722918,0.531619151334629,0.440617327649663,0.426386561096211,0.739327355424956,1.01553156625469,0.356706142506787,"Cluster 4","aant:HUK68_08475","K22132","tRNA threonylcarbamoyladenosine dehydratase","-","-","-","-","-","-","-","-"
"z1_1_k97_151038_2",-17.0094373736567,-4.11242930214561,0.574656265541868,0.506122599015741,0.295848760616053,0.694475269298425,1.04128467635136,0.265514196353568,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151038_3",-11.6007657707705,-4.12024337980986,0.521943745192536,0.48087859962025,0.396027136124585,0.681559349037931,1.04741157189637,0.22124754371788,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151038_5",-29.799055833288,4.70368210457719,0.711045421069267,0.507000772508866,0.325532909806908,0.741462370679065,1.00677783392267,0.350053158070079,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_24",-31.4735966992972,-5.47810879064806,0.615893088885147,0.437641056085602,0.439400556910953,0.847680032827797,1.03844003026597,0.335776006270545,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_36",-9.15753066781189,-24.9045415535641,0.488704737386617,0.33152244882458,0.298289313517223,0.728193113919832,0.958599203495761,0.4165981509115,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_151440_52",13.6512947427954,-3.41150123784889,0.439876635059994,0.27963270300382,0.32632478074701,0.68508421220346,0.939174472325355,0.289904441372793,"Cluster 4","dpy:BA022_04340","K16012","ATP-binding cassette, subfamily C, bacterial CydC","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z1_1_k97_151440_58",-15.0686911943105,5.89110347899402,0.609263350680679,0.381984778702601,0.410895351989654,0.786121483828685,0.981863073343259,0.289791890081109,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_156565_5",-20.9520264855581,13.072626781185,0.628475560297423,0.380896227293561,0.434540064326388,0.813476879172305,1.07077918224897,0.192479691060425,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_157696_38",-13.6264273547067,8.32938781700199,0.567860862958514,0.403058375883993,0.406967276103979,0.815845773116347,1.06478103019818,0.318244197026464,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_157696_54",-12.5030329422921,-9.2108338088296,0.596112130872132,0.428698285474989,0.370545368303228,0.671538537729587,1.02433681053953,0.395153878188349,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_157696_64",8.1590366238137,-4.8700542853972,0.51094497566183,0.32870297816997,0.326889880826553,0.707529543649228,0.932322860501035,0.28762987537976,"Cluster 4","cke:B5M06_05380","K03654","ATP-dependent DNA helicase RecQ [EC:3.6.4.12]","ko03018","RNA degradation","3.6.4.12","Hydrolases; Acting on acid anhydrides; Acting on acid anhydrides to facilitate cellular and subcellular movement; ATP phosphohydrolase (DNA helix unwinding)","-","-","Genetic Information Processing","Folding, sorting and degradation"
"z1_1_k97_169628_3",3.43666586313337,-2.51658336949744,0.538391615906521,0.354452234478184,0.35187738353801,0.64859644620839,0.955620431567801,0.274605610214494,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_169628_5",-0.909764882353637,11.9485808725828,0.504399629231467,0.203289607872019,0.473369701000463,0.710771766155389,1.00688013116014,0.257062702080196,"Cluster 4","cke:B5M06_09810","K07216","hemerythrin","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_22",-22.8930664820344,0.186708686017957,0.539496223792595,0.47600507873322,0.325805514010432,0.759447395930951,1.0852188087949,0.296650395263516,"Cluster 4","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_35",-10.1426935562969,-0.221020423919523,0.551746257991485,0.402420499784224,0.273088168590866,0.742333919074372,0.95010561290533,0.253538065996013,"Cluster 4","dpy:BA022_05540","K24868","heme d1 biosynthesis protein","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_4",-16.5942105776252,0.744968155658936,0.602229265758456,0.408678778625191,0.37289991671774,0.726313996177858,1.04655827058086,0.306374853452675,"Cluster 4","cke:B5M06_01335","K03924","MoxR-like ATPase [EC:3.6.3.-]","-","-","-","-","-","-","-","-"
"z1_1_k97_17045_41",-27.2896502942294,7.69729560578145,0.701171548792465,0.491667925822784,0.354886792899608,0.747796354596181,1.01598166149457,0.219581456804892,"Cluster 4","adk:Alide2_2352","K02303","uroporphyrin-III C-methyltransferase [EC:2.1.1.107]","ko01100;ko01110;ko01120;ko00860;ko01240","Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Porphyrin and chlorophyll metabolism;Biosynthesis of cofactors","2.1.1.107","Transferases; Transferring one-carbon groups; Methyltransferases; S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase","M00846;M00924;M00925","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps"
"z1_1_k97_17045_43",-5.17363632989305,-2.71240918871887,0.483349153450114,0.390919028729718,0.299803681431503,0.768432049929245,1.08638258034614,0.317458716078246,"Cluster 4","acio:EAG14_00965","K05812","tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]","-","-","2.5.1.25","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); S-adenosyl-L-methionine:uridine in tRNA 3-[(3S)-3-amino-3-carboxypropyl]transferase","-","-","-","-"
"z1_1_k97_174586_13",25.0316214935852,5.27792854897436,0.430688253126358,0.283375275933288,0.320609573675587,0.638763427958411,0.890371647667319,0.270490752665597,"Cluster 4","dia:Dtpsy_2434","K04759","ferrous iron transport protein B","-","-","-","-","-","-","-","-"
