"id","tSNE1","tSNE2","z1_3","z1_1","z1_2","z10_3","z10_1","z10_2","Cluster","ko_name","ko","ko_des","level3_pathway_id","level3_pathway_name","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name"
"z1_1_k97_26884_12",13.3187245318722,-42.6422103968162,0.238139714628636,0.368575675600543,0.394993892649581,0.375696361273072,0.386881664479034,0.208524600508548,"Cluster 3","plt:Plut_1847","K01784","UDP-glucose 4-epimerase [EC:5.1.3.2]","ko01100;ko00052;ko00520;ko00541","Metabolic pathways;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis","5.1.3.2","Isomerases; Racemases and epimerases; Acting on carbohydrates and derivatives; UDP-alpha-D-glucose 4-epimerase","M00632","Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism;Glycan biosynthesis and metabolism"
"z1_1_k97_2725_4",2.02480738417873,-38.4711241042214,0.277535576468742,0.498466776570608,0.518359518501872,0.497699878581019,0.594493120779359,0.338672852228686,"Cluster 3","eav:EH197_02265","K01548","potassium-transporting ATPase KdpC subunit","ko02020","Two-component system","-","-","-","-","Environmental Information Processing","Signal transduction"
"z1_1_k97_318498_9",20.1305750278785,-39.8979314206517,0.219235612785934,0.295443241306613,0.341367249823595,0.322478025932352,0.32692568567784,0.138332323619885,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_351643_1",-3.11404625977434,51.0823455070626,0.608101601943007,0.199355725359362,0.23806367663752,0.162643917249557,0.217507395745945,0.269417191810062,"Cluster 3","cdn:BN940_00846","K03704","cold shock protein","-","-","-","-","-","-","-","-"
"z1_1_k97_73120_10",-6.98636109458095,45.3773342584611,0.456072672621778,0.267182959347851,0.240500392896607,0.164448956899519,0.298445965474358,0.504477510751235,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_99157_3",1.27283135465615,45.861292213083,0.485858939526189,0.382215582392701,0.23045249841727,0.203042654176893,0.275490743315396,0.287126772796242,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z1_2_k97_21650_1",-3.06947245004801,51.0849861042699,0.595260912783519,0.215124915352689,0.269000063563345,0.100495903015149,0.192818293822218,0.232857273717686,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z1_2_k97_65289_1",24.1667599267602,-41.4123410407118,0,0.327758784732767,0.264979867934696,0.353228708113126,0.278365977684302,0.0925660553460156,"Cluster 3","scc:Spico_0744","K03657","DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]","ko03420;ko03430","Nucleotide excision repair;Mismatch repair","3.6.4.12","Hydrolases; Acting on acid anhydrides; Acting on acid anhydrides to facilitate cellular and subcellular movement; ATP phosphohydrolase (DNA helix unwinding)","-","-","Genetic Information Processing;Genetic Information Processing","Replication and repair;Replication and repair"
"z1_2_k97_72493_1",7.42160209681172,-38.1776455826188,0.233617817932445,0.352072726170701,0.422470045372589,0.394913008446157,0.461563265300414,0.326789000024516,"Cluster 3","hyn:F9K07_26835","K03046","DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]","ko03020","RNA polymerase","2.7.7.6","Transferases; Transferring phosphorus-containing groups; Nucleotidyltransferases; nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed)","-","-","Genetic Information Processing","Transcription"
"z10_1_k97_123553_2",21.4521774657067,-39.7535637877823,0.229268339983334,0.260510272708825,0.367167569728287,0.285623393698741,0.292590311566168,0.251000611477089,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z10_1_k97_45258_1",16.9680747286076,-41.4734513335187,0.210679896443572,0.441131185457525,0.277591915976001,0.17463279195858,0.300183223023522,0.029483638104934,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z10_1_k97_56612_1",1.3911813519468,47.1293313921161,0.430378330467094,0.474564098244364,0.190917667480763,0.141909002790234,0.293993433138359,0.273591866809375,"Cluster 3","xau:Xaut_3514","K00560","thymidylate synthase [EC:2.1.1.45]","ko00670;ko01100;ko01523;ko00240","One carbon pool by folate;Metabolic pathways;Antifolate resistance;Pyrimidine metabolism","2.1.1.45","Transferases; Transferring one-carbon groups; Methyltransferases; 5,10-methylenetetrahydrofolate:dUMP C-methyltransferase","M00938","Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP","Metabolism;Metabolism;Human Diseases;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Drug resistance: antineoplastic;Nucleotide metabolism"
"z10_1_k97_98830_9",12.8678625183674,-36.416860746869,0.233028149476202,0.371074998133465,0.2815593600707,0.406228718974231,0.425153022443764,0.23123775650655,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z10_3_k97_259640_1",11.6943087387423,-41.6003985975137,0.22673727054291,0.376567430757315,0.365689932973855,0.396993177378602,0.511316717976156,0.202460666007023,"Cluster 3","eau:DI57_19010","K00864","glycerol kinase [EC:2.7.1.30]","ko01100;ko03320;ko00561;ko04626","Metabolic pathways;PPAR signaling pathway;Glycerolipid metabolism;Plant-pathogen interaction","2.7.1.30","Transferases; Transferring phosphorus-containing groups; Phosphotransferases with an alcohol group as acceptor; ATP:glycerol 3-phosphotransferase","-","-","Metabolism;Organismal Systems;Metabolism;Organismal Systems","Global and overview maps;Endocrine system;Lipid metabolism;Environmental adaptation"
"z2_1_k97_106681_1",0.902210230522152,-40.717175815641,0.487144168530839,0.489036993994892,0.580985491706087,0.447962073042822,0.719192522648872,0.333016156421547,"Cluster 3","dar:Daro_1139","K03413","two-component system, chemotaxis family, chemotaxis protein CheY","ko02030;ko02020","Bacterial chemotaxis;Two-component system","-","-","-","-","Cellular Processes;Environmental Information Processing","Cell motility;Signal transduction"
"z2_1_k97_79651_1",19.3245988040457,-40.1046925003054,0.121835749194494,0.307953382308312,0.317632098693794,0.328303596069214,0.344870738923376,0.170539953255981,"Cluster 3","caf:AL524_02395","K00954","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","ko00770;ko01100;ko01240","Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors","2.7.7.3","Transferases; Transferring phosphorus-containing groups; Nucleotidyltransferases; ATP:pantetheine-4'-phosphate adenylyltransferase","M00120","Coenzyme A biosynthesis, pantothenate => CoA","Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps"
"z2_1_k97_83159_1",22.7454649265179,-41.8979869879687,0.160570372188266,0.278862025949165,0.352935712000762,0.336522368005131,0.23873027963774,0.0868770033611185,"Cluster 3","psac:PSM36_0535","K07588","GTPase [EC:3.6.5.-]","-","-","-","-","-","-","-","-"
"z2_2_k97_127405_1",21.4801370709144,-42.0562499686561,0.207151293674066,0.316364703380827,0.336081714766619,0.356397894670881,0.234288943282705,0.150020179276471,"Cluster 3","dey:HYN24_02815","K02871","large subunit ribosomal protein L13","ko03010","Ribosome","-","-","-","-","Genetic Information Processing","Translation"
"z2_2_k97_212519_1",19.2489745080274,-43.7323069382125,0.134259101139238,0.370246887656661,0.420272880333571,0.361251615076324,0.280626785130797,0.231603800583349,"Cluster 3","ppn:Palpr_0859","K00287","dihydrofolate reductase [EC:1.5.1.3]","ko00790;ko01240;ko00670;ko01100;ko01523","Folate biosynthesis;Biosynthesis of cofactors;One carbon pool by folate;Metabolic pathways;Antifolate resistance","1.5.1.3","Oxidoreductases; Acting on the CH-NH group of donors; With NAD+ or NADP+ as acceptor; 5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase","M00126;M00840","-","Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases","Metabolism of cofactors and vitamins;Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps;Drug resistance: antineoplastic"
"z2_2_k97_278494_2",-1.15007281189777,45.7862592885817,0.440835876504919,0.315096536756185,0.127914934247833,0.214668412464145,0.196407683010413,0.319899757982852,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z3_1_k97_46024_2",16.0598806758175,-45.4507057351995,0.0714901348482528,0.16143904220948,0.409490480522515,0.469898803495156,0.427292259330031,0.22124754371788,"Cluster 3","ear:CCG32927","K02444","DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor","-","-","-","-","-","-","-","-"
"z3_2_k97_108876_3",11.190278182148,-42.3656019227962,0.223720271525409,0.430651283247376,0.393693353022487,0.370455711010767,0.472904819177685,0.106529171352784,"Cluster 3","cdn:BN940_02681","K00126","formate dehydrogenase subunit delta [EC:1.17.1.9]","ko01200;ko01120;ko00680;ko01100;ko00630","Carbon metabolism;Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways;Glyoxylate and dicarboxylate metabolism","1.17.1.9","Oxidoreductases; Acting on CH or CH2 groups; With NAD+ or NADP+ as acceptor; formate:NAD+ oxidoreductase","-","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Energy metabolism;Global and overview maps;Carbohydrate metabolism"
"z3_2_k97_200485_2",17.5533071138245,-44.9773992416652,0.0880018674215785,0.315463105167053,0.421544228167822,0.433604884433322,0.364365209841221,0.136929759847314,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z4_3_k97_171059_1",15.8777669183168,-43.8854090718537,0.0775509855946949,0.260041890990744,0.324926509205702,0.377530548682996,0.395636990579938,0.293988596157105,"Cluster 3","caf:AL524_12265","K13919","propanediol dehydratase medium subunit [EC:4.2.1.28]","ko01100;ko00640","Metabolic pathways;Propanoate metabolism","4.2.1.28","Lyases; Carbon-oxygen lyases; Hydro-lyases; propane-1,2-diol hydro-lyase (propanal-forming)","-","-","Metabolism;Metabolism","Global and overview maps;Carbohydrate metabolism"
"z4_3_k97_193926_1",17.939629534141,-36.7217225256629,0.193174269058852,0.311351837395088,0.372695569736055,0.277027434894843,0.449469548437911,0.200474645613061,"Cluster 3","dar:Daro_1382","K00799","glutathione S-transferase [EC:2.5.1.18]","ko05418;ko05204;ko05207;ko05208;ko00982;ko01100;ko00980;ko05200;ko05225;ko04212;ko00983;ko01524;ko00480","Fluid shear stress and atherosclerosis;Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - receptor activation;Chemical carcinogenesis - reactive oxygen species;Drug metabolism - cytochrome P450;Metabolic pathways;Metabolism of xenobiotics by cytochrome P450;Pathways in cancer;Hepatocellular carcinoma;Longevity regulating pathway - worm;Drug metabolism - other enzymes;Platinum drug resistance;Glutathione metabolism","2.5.1.18","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); RX:glutathione R-transferase","-","-","Human Diseases;Human Diseases;Human Diseases;Human Diseases;Metabolism;Metabolism;Metabolism;Human Diseases;Human Diseases;Organismal Systems;Metabolism;Human Diseases;Metabolism","Cardiovascular disease;Cancer: overview;Cancer: overview;Cancer: overview;Xenobiotics biodegradation and metabolism;Global and overview maps;Xenobiotics biodegradation and metabolism;Cancer: overview;Cancer: specific types;Aging;Xenobiotics biodegradation and metabolism;Drug resistance: antineoplastic;Metabolism of other amino acids"
"z4_3_k97_200781_1",1.388037087359,47.4581856159114,0.390613330721138,0.441089818428921,0.116125612463435,0.0984090942880409,0.275803697780438,0.30332823503213,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z4_3_k97_41042_2",2.99483388862767,-36.2979079569248,0.438421220850359,0.488398595421985,0.402752441941123,0.477324573906818,0.602859302839896,0.393925968714375,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z5_1_k97_172489_1",2.19397349947422,-36.0877761428425,0.320587640140111,0.536894917182223,0.414037899535118,0.561761283000472,0.56790773093196,0.371369195409565,"Cluster 3","cbra:A6J81_11640","K09982","uncharacterized protein","-","-","-","-","-","-","-","-"
"z5_1_k97_231055_1",1.69607543422855,-41.5266818345694,0.267497399899281,0.358953595408454,0.489699402287423,0.361595467247451,0.762025542410477,0.265514196353568,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z5_2_k97_316794_1",16.724998058315,-36.814562576659,0.130946804563947,0.367020238823218,0.333637511244137,0.332601595728907,0.43930476590202,0.246047744435943,"Cluster 3","cbra:A6J81_10340","K07787","copper/silver efflux system protein","ko02020","Two-component system","-","-","-","-","Environmental Information Processing","Signal transduction"
"z6_1_k97_343941_1",1.06309879994049,-36.2622633527578,0.368538935224285,0.463211050901584,0.475668260821157,0.705762165269777,0.56323886130628,0.333996338808158,"Cluster 3","pet:PEIBARAKI_6944","K07391","magnesium chelatase family protein","-","-","-","-","-","-","-","-"
"z6_3_k97_17695_1",13.5457395710746,-35.3471183623571,0.217690999884275,0.36815008235745,0.17803118538252,0.397527501115996,0.401884794269909,0.23450018877853,"Cluster 3","caf:AL524_13650","K14061","universal stress protein F","-","-","-","-","-","-","-","-"
"z7_1_k97_67205_1",18.4722772479873,-36.3377428611846,0.235480392594602,0.30237680949445,0.311935663368508,0.251551026287752,0.440043065871008,0.222231410440495,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z7_2_k97_170414_1",17.1391258670305,-39.8821337160339,0.259014999151887,0.367374540303826,0.2993387691166,0.377114010082726,0.376266726625824,0.10733931347878,"Cluster 3","ppn:Palpr_0856","K09812","cell division transport system ATP-binding protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z7_2_k97_330306_1",9.39363653327959,-36.9818573225498,0.184083686675986,0.387190978074011,0.284375533199958,0.528085994609853,0.466860508242008,0.331073772820332,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z7_3_k97_132058_4",-8.82860019849337,45.6090162203126,0.62212662044034,0.342238900040729,0.352621002820923,0.170115919102,0.278900841820304,0.537797867373159,"Cluster 3","caf:AL524_20830","K23107","1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]","-","-","-","-","-","-","-","-"
"z7_3_k97_152431_1",12.9259438728347,-42.573124513809,0.254492603502911,0.319303786583321,0.424486400048144,0.341283033853612,0.457034647234408,0.174073718888227,"Cluster 3","caf:AL524_09885","K00228","coproporphyrinogen III oxidase [EC:1.3.3.3]","ko01240;ko01100;ko00860;ko01110","Biosynthesis of cofactors;Metabolic pathways;Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites","1.3.3.3","Oxidoreductases; Acting on the CH-CH group of donors; With oxygen as acceptor; coproporphyrinogen:oxygen oxidoreductase (decarboxylating)","M00121;M00868","-","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps"
"z7_3_k97_294345_1",-1.4773661691852,45.651819255399,0.3506403678447,0.277129368345403,0.0910094263406764,0.19872283333756,0.181551682260992,0.365030306116612,"Cluster 3","sbu:SpiBuddy_0807","K07714","two-component system, NtrC family, response regulator AtoC","ko02020","Two-component system","-","-","-","-","Environmental Information Processing","Signal transduction"
"z7_3_k97_32987_1",19.588209712237,-43.4508053877727,0.138243361274577,0.363585975778537,0.332257486649435,0.373261998946538,0.29006361324778,0.187854950720474,"Cluster 3","ppn:Palpr_0113","K09924","uncharacterized protein","-","-","-","-","-","-","-","-"
"z7_3_k97_6838_6",7.03915080174282,-38.0343748506114,0.2828527150269,0.346180894408961,0.432774863078928,0.477324573906818,0.452530533407662,0.299754440640589,"Cluster 3","eav:EH197_18920","K09692","teichoic acid transport system permease protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z8_1_k97_132170_1",6.13244232219168,-37.6845474176913,0.328609844886404,0.429203472900068,0.375869104207917,0.513286236085863,0.485524883063561,0.303421036925165,"Cluster 3","sbu:SpiBuddy_2586","K23518","O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]","-","-","3.1.1.106","Hydrolases; Acting on ester bonds; Carboxylic-ester hydrolases; O-acetyl-ADP-D-ribose carboxylesterase","-","-","-","-"
"z8_1_k97_14430_1",12.7000021509793,-35.6156089840119,0.260505144359738,0.376316046907463,0.206588509434614,0.476890828318029,0.381166078334062,0.21109517221723,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z8_1_k97_266828_2",12.9071443524329,-39.3823071396806,0.365422668454041,0.478378475655387,0.324926509205702,0.524297182446671,0.37518980528141,0.114760499224746,"Cluster 3","eav:EH197_15660","K01069","hydroxyacylglutathione hydrolase [EC:3.1.2.6]","ko00620;ko01100","Pyruvate metabolism;Metabolic pathways","3.1.2.6","Hydrolases; Acting on ester bonds; Thioester hydrolases; S-(2-hydroxyacyl)glutathione hydrolase","-","-","Metabolism;Metabolism","Carbohydrate metabolism;Global and overview maps"
"z9_1_k97_238672_1",1.98712475398207,47.9706013874995,0.495786267220517,0.445286726335101,0.185687375871108,0.0455790169268731,0.202442375864526,0.302127161921029,"Cluster 3","cbra:A6J81_07225","K03810","virulence factor","-","-","-","-","-","-","-","-"
"z9_1_k97_280556_4",21.7659191502342,-37.7733580666816,0.180809541333916,0.211014046727292,0.279815628642806,0.340113628850017,0.344061570117496,0.195367340472359,"Cluster 3","dar:Daro_0307","K02601","transcription termination/antitermination protein NusG","-","-","-","-","-","-","-","-"
"z9_2_k97_325268_1",20.2399458440542,-38.7539792694109,0.244050967974348,0.265596360005548,0.355266440211073,0.399156095385156,0.379653113578653,0.142659134008034,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"z9_3_k97_342115_2",16.9283528925477,-41.1269349240133,0.16036381480807,0.347531118532734,0.233338905421683,0.232536021042146,0.339980377957471,0.0795472761965467,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
