"id","tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Denitrification_3","Denitrification_2","Denitrification_1","degs","Cluster","KEGG_Gene","ko","ko_name","ko_des","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name","level3_pathway_id","level3_pathway_name"
"Nitritation_2_k97_18343_8",4.46907453868647,0.817051526368274,-0.484982099828089,-0.545382248325486,-0.544119267535373,-0.543091184944307,-0.557549522428485,-0.59543659887486,"Denitrification_vs_Nitritation","Cluster 4","neu:NE1454","K02003","ABC.CD.A","putative ABC transport system ATP-binding protein","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_184713_3",3.21137263942673,1.31779108303831,-0.548249733977236,-0.5128595653271,-0.554953344319936,-0.534768812489057,-0.540706399711021,-0.655515895748376,"Denitrification_vs_Nitritation","Cluster 4","shz:shn_16900","K17325","glpT","glycerol transport system ATP-binding protein","-","-","-","-","Environmental Information Processing","Membrane transport","ko02010","ABC transporters"
"Nitritation_2_k97_2146_1",3.60212484059574,1.2274368893498,-0.531173206761769,-0.562397830230295,-0.582000699365943,-0.527969372037371,-0.550958672515417,-0.606822134753389,"Denitrification_vs_Nitritation","Cluster 4","cgd:CR3_0851","K01649","leuA, IMS","2-isopropylmalate synthase [EC:2.3.3.13]","2.3.3.13","Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)","M00432","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Amino acid metabolism;Global and overview maps","ko01100;ko01110;ko01230;ko00620;ko00290;ko01210","Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Pyruvate metabolism;Valine, leucine and isoleucine biosynthesis;2-Oxocarboxylic acid metabolism"
"Nitritation_2_k97_272502_2",-10.5895105459472,17.8293294321252,-0.56395065628451,-0.644450297483126,-0.681288919457439,-0.686621392468034,-0.647750037666388,-0.665925097422571,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1141","K01463","bshB1","N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_280057_2",-7.90667787523861,13.3791711947182,-0.674531503629985,-0.613335949279162,-0.690704383175614,-0.634637482083256,-0.661564594750753,-0.63208249083583,"Denitrification_vs_Nitritation","Cluster 4","kst:KSMBR1_3057","K02406","fliC, hag","flagellin","-","-","-","-","Cellular Processes;Human Diseases;Organismal Systems;Human Diseases;Human Diseases;Organismal Systems;Environmental Information Processing","Cell motility;Infectious disease: bacterial;Immune system;Infectious disease: bacterial;Infectious disease: bacterial;Environmental adaptation;Signal transduction","ko02040;ko05132;ko04621;ko05131;ko05134;ko04626;ko02020","Flagellar assembly;Salmonella infection;NOD-like receptor signaling pathway;Shigellosis;Legionellosis;Plant-pathogen interaction;Two-component system"
"Nitritation_2_k97_293_1",-8.22488458581828,16.6456285341429,-0.623237917633011,-0.624749829652761,-0.687423898124425,-0.591165838297254,-0.654724154764625,-0.670579738619077,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1397","K02275","coxB, ctaC","cytochrome c oxidase subunit II [EC:7.1.1.9]","7.1.1.9","Translocases;Catalysing the translocation of hydrons;Linked to oxidoreductase reactions;ferrocytochrome-c:oxygen oxidoreductase","M00155","Cytochrome c oxidase, prokaryotes","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100;ko00190","Metabolic pathways;Oxidative phosphorylation"
"Nitritation_2_k97_300019_2",-4.62848444114401,12.9532185217482,-0.625917355771299,-0.656164346012009,-0.65478461205658,-0.60060511056356,-0.68495266867112,-0.613022451073874,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2991","K02065","mlaF, linL, mkl","phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein","-","-","-","-","Environmental Information Processing","Membrane transport","ko02010","ABC transporters"
"Nitritation_2_k97_301966_2",-10.068850400887,17.5960880772782,-0.585246385510426,-0.617026695936843,-0.657491815971581,-0.665738930095334,-0.638493028407453,-0.679781499224964,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1894","K06041","kdsD, kpsF","arabinose-5-phosphate isomerase [EC:5.3.1.13]","5.3.1.13","Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;D-arabinose-5-phosphate aldose-ketose-isomerase","M00063","CMP-KDO biosynthesis","Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Global and overview maps","ko01100;ko00540;ko01250","Metabolic pathways;Lipopolysaccharide biosynthesis;Biosynthesis of nucleotide sugars"
"Nitritation_2_k97_307812_5",7.80120341502099,2.51634909858348,-0.435037215860246,-0.525754477943128,-0.709733199479427,-0.534397394895851,-0.671693148025053,-0.403332925601021,"Denitrification_vs_Nitritation","Cluster 4","pbh:AAW51_0362","K07497","K07497","putative transposase","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_311992_7",4.06145927759835,0.789669246943941,-0.49668560662069,-0.565462645465816,-0.565108870733071,-0.576474709550648,-0.53289494046418,-0.611930851622838,"Denitrification_vs_Nitritation","Cluster 4","neu:NE0472","K09690","wzm, rfbA","lipopolysaccharide transport system permease protein","-","-","-","-","Environmental Information Processing","Membrane transport","ko02010","ABC transporters"
"Nitritation_2_k97_327051_2",-7.58234906717462,12.256368266809,-0.696539544133693,-0.599061513909009,-0.684173301004915,-0.639181634452281,-0.624085444544325,-0.610211791918318,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0041","K01055","pcaD","3-oxoadipate enol-lactonase [EC:3.1.1.24]","3.1.1.24","Hydrolases;Acting on ester bonds;Carboxylic-ester hydrolases;4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase","M00568","Catechol ortho-cleavage, catechol => 3-oxoadipate","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Xenobiotics biodegradation and metabolism;Global and overview maps","ko01120;ko01220;ko00362;ko01100","Microbial metabolism in diverse environments;Degradation of aromatic compounds;Benzoate degradation;Metabolic pathways"
"Nitritation_2_k97_352323_2",-9.46841526733077,19.296564339797,-0.584624994584839,-0.650942214752366,-0.610381326406934,-0.690371745532995,-0.586157948514766,-0.686656724842867,"Denitrification_vs_Nitritation","Cluster 4","salv:SALWKB2_1366","K11901","impB","type VI secretion system protein ImpB","-","-","-","-","Cellular Processes","Cellular community - prokaryotes","ko02025","Biofilm formation - Pseudomonas aeruginosa"
"Nitritation_2_k97_355401_2",-4.30591602289413,16.2014002716833,-0.680598955643145,-0.662291139575766,-0.651545657131496,-0.666404654288865,-0.599126258766468,-0.663840256188108,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1629","K00340","nuoK","NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]","7.1.1.2","Translocases;Catalysing the translocation of hydrons;Linked to oxidoreductase reactions;NADH:ubiquinone oxidoreductase","M00144","NADH:quinone oxidoreductase, prokaryotes","Metabolism;Metabolism","Energy metabolism;Global and overview maps","ko00190;ko01100","Oxidative phosphorylation;Metabolic pathways"
"Nitritation_2_k97_357314_3",9.76459896487759,0.0585804069808632,-0.561806797626302,-0.349904438665627,-0.651478363730309,-0.469812564644481,-0.377162172987687,-0.576684994849843,"Denitrification_vs_Nitritation","Cluster 4","rsl:RPSI07_1639","K07497","K07497","putative transposase","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_367437_2",-3.47471074716917,15.7612762585644,-0.621002868342039,-0.647182921259798,-0.684891426878856,-0.65611806582199,-0.583697441707669,-0.681367408865506,"Denitrification_vs_Nitritation","Cluster 4","-","-","-","-","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_371379_2",-5.86648301331347,16.7716045081523,-0.653155619984096,-0.650014892272932,-0.640879145068675,-0.648449468154701,-0.630904163114325,-0.679024212455321,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1624","K00332","nuoC","NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]","7.1.1.2","Translocases;Catalysing the translocation of hydrons;Linked to oxidoreductase reactions;NADH:ubiquinone oxidoreductase","M00144","NADH:quinone oxidoreductase, prokaryotes","Metabolism;Metabolism","Energy metabolism;Global and overview maps","ko00190;ko01100","Oxidative phosphorylation;Metabolic pathways"
"Nitritation_2_k97_389953_2",-3.540682819633,17.9592261980965,-0.677870614834511,-0.620075094023345,-0.598649689588253,-0.687746892666176,-0.589081317975192,-0.714924480660343,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0580","K23734","lipM","lipoyl(octanoyl) transferase [EC:2.3.1.181]","2.3.1.181","Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;octanoyl-[acyl-carrier protein]:protein N-octanoyltransferase","M00883","Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps","ko00785;ko01240;ko01100","Lipoic acid metabolism;Biosynthesis of cofactors;Metabolic pathways"
"Nitritation_2_k97_398094_2",-2.88965328765052,16.5564034129485,-0.665912799418372,-0.696642266518482,-0.640115998737061,-0.683838912709907,-0.56449416144525,-0.681354275351771,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1870","K00340","nuoK","NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]","7.1.1.2","Translocases;Catalysing the translocation of hydrons;Linked to oxidoreductase reactions;NADH:ubiquinone oxidoreductase","M00144","NADH:quinone oxidoreductase, prokaryotes","Metabolism;Metabolism","Energy metabolism;Global and overview maps","ko00190;ko01100","Oxidative phosphorylation;Metabolic pathways"
"Nitritation_2_k97_402254_2",-9.69839855129021,15.7119099550692,-0.637829262989857,-0.592406130109627,-0.654591603891045,-0.583518208180883,-0.674121373122855,-0.663931585949229,"Denitrification_vs_Nitritation","Cluster 4","ttz:FHG85_05995","K03386","PRDX2_4, ahpC","peroxiredoxin 2/4 [EC:1.11.1.24]","1.11.1.24","Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;thioredoxin:hydroperoxide oxidoreductase","-","-","Cellular Processes","Cell growth and death","ko04214","Apoptosis - fly"
"Nitritation_2_k97_421745_2",-6.68689879317376,12.5403218167021,-0.670611403836525,-0.631278681637807,-0.654254177964061,-0.664060694918872,-0.618466546553155,-0.609161489736426,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0557","K02669","pilT","twitching motility protein PilT","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_434228_4",3.31617754477158,1.4519497537394,-0.556848118183739,-0.54876578451514,-0.587665794750436,-0.560481432718268,-0.590831909362608,-0.543776827631204,"Denitrification_vs_Nitritation","Cluster 4","nst:Nstercoris_02206","K03474","pdxJ","pyridoxine 5-phosphate synthase [EC:2.6.99.2]","2.6.99.2","Transferases;Transferring nitrogenous groups;Transferring other nitrogenous groups;1-deoxy-D-xylulose-5-phosphate:3-amino-2-oxopropyl phosphate 3-amino-2-oxopropyltransferase (phosphate-hydrolysing cyclizing)","M00124","Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P","Metabolism;Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps","ko01240;ko00750;ko01100","Biosynthesis of cofactors;Vitamin B6 metabolism;Metabolic pathways"
"Nitritation_2_k97_437238_6",2.73563036651201,0.608361941796686,-0.548236690266172,-0.569569435484068,-0.545668970321485,-0.629563060039227,-0.526630699066755,-0.610404354624264,"Denitrification_vs_Nitritation","Cluster 4","neu:NE0968","K00954","E2.7.7.3A, coaD, kdtB","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","2.7.7.3","Transferases;Transferring phosphorus-containing groups;Nucleotidyltransferases;ATP:pantetheine-4'-phosphate adenylyltransferase","M00120","Coenzyme A biosynthesis, pantothenate => CoA","Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps","ko00770;ko01240;ko01100","Pantothenate and CoA biosynthesis;Biosynthesis of cofactors;Metabolic pathways"
"Nitritation_2_k97_44338_1",3.95544320521377,0.804276318204821,-0.513223771232824,-0.545840473535304,-0.590608750612255,-0.551790180936761,-0.526097271428128,-0.584477154484953,"Denitrification_vs_Nitritation","Cluster 4","neu:NE0054","K02021","ABC.MR","putative ABC transport system ATP-binding protein","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_449027_1",-8.35547502575249,13.4896552221244,-0.680769674147132,-0.585998977495918,-0.690508785759885,-0.645668679922008,-0.62412195371138,-0.648111203627997,"Denitrification_vs_Nitritation","Cluster 4","rbar:AWN76_001460","K11905","K11905","type VI secretion system protein","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_44949_1",-7.89742167325203,14.4641875601978,-0.661143432306347,-0.611420353842231,-0.677498527983846,-0.656721281528849,-0.617095984862866,-0.664854486646618,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0820","K01735","aroB","3-dehydroquinate synthase [EC:4.2.3.4]","4.2.3.4","Lyases;Carbon-oxygen lyases;Acting on phosphates;3-deoxy-D-arabino-hept-2-ulosonate-7-phosphate phosphate-lyase (cyclizing 3-dehydroquinate-forming)","M00022","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Amino acid metabolism;Global and overview maps;Global and overview maps","ko01230;ko00400;ko01110;ko01100","Biosynthesis of amino acids;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Metabolic pathways"
"Nitritation_2_k97_467153_2",-7.56538801195319,15.5158968283829,-0.665358524091688,-0.625656978197762,-0.6655292080004,-0.620963848202172,-0.658790334790737,-0.664658205003544,"Denitrification_vs_Nitritation","Cluster 4","mro:MROS_0482","K03585","acrA, mexA, adeI, smeD, mtrC, cmeA","membrane fusion protein, multidrug efflux system","-","-","M00718","Multidrug resistance, efflux pump MexAB-OprM","Human Diseases;Human Diseases","Drug resistance: antimicrobial;Drug resistance: antimicrobial","ko01501;ko01503","beta-Lactam resistance;Cationic antimicrobial peptide (CAMP) resistance"
"Nitritation_2_k97_468115_2",-7.55150814067864,14.4945913352012,-0.685900767113565,-0.616252651952676,-0.666314705980531,-0.648737845193215,-0.634183615817364,-0.666978174209536,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1484","K04771","degP, htrA","serine protease Do [EC:3.4.21.107]","3.4.21.107","Hydrolases;Acting on peptide bonds (peptidases);Serine endopeptidases;peptidase Do","-","-","Human Diseases;Environmental Information Processing","Drug resistance: antimicrobial;Signal transduction","ko01503;ko02020","Cationic antimicrobial peptide (CAMP) resistance;Two-component system"
"Nitritation_2_k97_480605_2",-5.21449024550699,16.3961213560136,-0.676517045282142,-0.63033648760478,-0.639728368149765,-0.665287283414813,-0.620764315257794,-0.676165393651705,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2528","K02420","fliQ","flagellar biosynthesis protein FliQ","-","-","-","-","Cellular Processes","Cell motility","ko02040","Flagellar assembly"
"Nitritation_2_k97_484914_2",-10.4736896946366,17.3729682942178,-0.587828627333172,-0.651627666911346,-0.654453775218314,-0.660166135941944,-0.65394675278255,-0.634227241327581,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2964","K01790","rfbC, rmlC","dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]","5.1.3.13","Isomerases;Racemases and epimerases;Acting on carbohydrates and derivatives;dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase","M00793","dTDP-L-rhamnose biosynthesis","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Global and overview maps;Global and overview maps;Metabolism of terpenoids and polyketides;Biosynthesis of other secondary metabolites","ko01250;ko00541;ko01110;ko01100;ko00523;ko00521","Biosynthesis of nucleotide sugars;O-Antigen nucleotide sugar biosynthesis;Biosynthesis of secondary metabolites;Metabolic pathways;Polyketide sugar unit biosynthesis;Streptomycin biosynthesis"
"Nitritation_2_k97_513309_1",-5.51874157580402,14.6181332192808,-0.655336294536691,-0.632349687387405,-0.646796220363501,-0.622635246649293,-0.622076333568035,-0.642669688321869,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0008","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB","-","-","-","-","Organismal Systems","Aging","ko04213","Longevity regulating pathway - multiple species"
"Nitritation_2_k97_520533_2",-7.95064284328383,12.0357373494916,-0.622599853296257,-0.629466139739086,-0.684387083383968,-0.695139860616019,-0.616115708624579,-0.609431968545771,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2628","K11741","sugE","quaternary ammonium compound-resistance protein SugE","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_535418_3",3.94819731237887,2.29616862234156,-0.528845659373834,-0.576854880856401,-0.605394959677827,-0.471182404625393,-0.585852320737218,-0.545917221473841,"Denitrification_vs_Nitritation","Cluster 4","abq:ABAZ39_02230","K01995","livG","branched-chain amino acid transport system ATP-binding protein","-","-","-","-","Environmental Information Processing;Cellular Processes","Membrane transport;Cellular community - prokaryotes","ko02010;ko02024","ABC transporters;Quorum sensing"
"Nitritation_2_k97_562326_3",-8.05557377900027,16.2313097494573,-0.652995889949409,-0.611885789290604,-0.62190291307957,-0.648645899194958,-0.642636765291341,-0.677084362649208,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0732","K01921","ddl","D-alanine-D-alanine ligase [EC:6.3.2.4]","6.3.2.4","Ligases;Forming carbon-nitrogen bonds;Acid-D-amino-acid ligases (peptide synthases);D-alanine:D-alanine ligase (ADP-forming)","-","-","Human Diseases;Metabolism;Metabolism;Metabolism","Drug resistance: antimicrobial;Metabolism of other amino acids;Global and overview maps;Glycan biosynthesis and metabolism","ko01502;ko00470;ko01100;ko00550","Vancomycin resistance;D-Amino acid metabolism;Metabolic pathways;Peptidoglycan biosynthesis"
"Nitritation_2_k97_56264_1",-6.36246873433719,14.6184253399169,-0.678792652444253,-0.642847441986023,-0.658104187575033,-0.6457042899612,-0.63546211922846,-0.646157661511952,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2095","K17103","CHO1, pssA","CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]","2.7.8.8","Transferases;Transferring phosphorus-containing groups;Transferases for other substituted phosphate groups;CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase","M00093","Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Lipid metabolism;Amino acid metabolism","ko01110;ko01100;ko00564;ko00260","Biosynthesis of secondary metabolites;Metabolic pathways;Glycerophospholipid metabolism;Glycine, serine and threonine metabolism"
"Nitritation_2_k97_57572_2",-8.44281464130081,18.0761913467034,-0.621246699102794,-0.630208331420661,-0.615697138033599,-0.671596232911557,-0.666955737680257,-0.674355612445832,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0464","K03771","surA","peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]","5.2.1.8","Isomerases;cis-trans-Isomerases;cis-trans Isomerases (only sub-subclass identified to date);peptidylproline cis-trans-isomerase","-","-","-","-","-","-"
"Nitritation_2_k97_586087_2",-7.71566726393632,16.3436568091649,-0.634361866949116,-0.629048690292249,-0.640945132989763,-0.626400458504061,-0.640917140521233,-0.663165317959846,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2262","K01770","ispF","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]","4.6.1.12","Lyases;Phosphorus-oxygen lyases;Phosphorus-oxygen lyases (only sub-subclass identified to date);2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing 2-C-methyl-D-erythritol 2,4-cyclodiphosphate-forming)","M00096","C5 isoprenoid biosynthesis, non-mevalonate pathway","Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Metabolism of terpenoids and polyketides","ko01100;ko01110;ko00900","Metabolic pathways;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis"
